,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.4853311888409585,0.39422751822808705,0.1867691667687783,0.22825854899231196,-0.20567955677948113,-0.24273734758300078,0.052530258486142255,0.31470741755956033,0.21595646410886188,118.03275953710002,48.39918940792498,48.71475954620396,48.52318052183545,48.32150632418639,48.79586135245611,48.15091682360256,48.452340522881045,48.23216912990943,48.589154717952965,118.03275953709993
