,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38509.78193938732,21187.9906489029,0.991326166576839,7.60892391204834,1.67112025137564,113.785406387951,128.287224097637,177.673149831213,22.7393283843994,68.2899017333984,173.021820068359,98.0,136.0,47.0,204.0,142.0,223.0,38510.0,113.785406387951,128.287224097637,177.673149831213
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,23536.866723120213,12939.9168124447,0.971251869864612,4.20072412490845,1.7378321929264,116.844670093895,120.501720695076,179.43990313124,24.8214950561523,61.3030548095703,104.268249511719,99.0,134.0,71.0,186.0,129.0,224.0,164759.0,116.844670093895,120.501720695076,179.43990313124
7,8,inferior_fronto_occipital_R,Right,10708.939360916615,8575.92323123506,0.990098300551295,7.12373685836792,1.63038547141987,129.219254832384,129.452796713045,153.846110747969,25.6600456237793,28.8766498565674,182.79541015625,107.0,143.0,46.0,199.0,139.0,184.0,85672.0,129.219254832384,129.452796713045,153.846110747969
8,9,inferior_longitudinal_fasciculus_R,Right,12696.928103983402,7515.84391638247,0.990438192412418,7.2486252784729,1.37125037338344,140.462392691187,107.618650074821,142.429786563755,18.0831851959229,23.5406551361084,131.078231811523,113.0,158.0,48.0,160.0,123.0,170.0,114273.0,140.462392691187,107.618650074821,142.429786563755
9,10,superior_longitudinal_fasciculus_R,Right,3559.979841709137,2754.22245928112,0.986616265279517,6.132737159729,1.77430631899214,143.493539325843,109.921629213483,171.031179775281,14.7827777862549,37.337963104248,90.6588897705078,129.0,165.0,88.0,145.0,150.0,192.0,35600.0,143.493539325843,109.921629213483,171.031179775281
10,11,uncinate_R,Right,2857.983816742897,2415.88099946835,0.984334442086922,5.67178344726562,2.19417844291461,126.130160951714,161.471658502449,143.073477956613,12.2346534729004,28.192232131958,69.3923034667969,107.0,146.0,137.0,195.0,129.0,154.0,31438.0,126.130160951714,161.471658502449,143.073477956613
