,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,3975.0033169984818,2501.96810124123,0.984686179576959,5.73604154586792,1.17774223355859,106.951949685535,123.990943396226,141.728050314465,13.8197765350342,24.4029197692871,79.2708129882812,85.0,120.0,95.0,159.0,123.0,152.0,15900.0,106.951949685535,123.990943396226,141.728050314465
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,53370.04453539848,10865.4308387298,0.600074630754812,1.25008749961853,2.2637501746256,95.1216413715571,87.4990444069702,87.4122540753232,42.7897300720215,47.2462921142578,53.4909057617188,68.0,120.0,59.0,114.0,65.0,117.0,320220.0,95.1216413715571,87.4990444069702,87.4122540753232
4,7,left cerebellum white matter,inner,12752.010641098022,3745.82588238993,0.924557837589609,2.62438440322876,1.24948446085575,103.218161856964,95.6772271016311,92.349121706399,15.6467981338501,33.2194595336914,41.0632133483887,82.0,124.0,76.0,120.0,81.0,109.0,89264.0,103.218161856964,95.6772271016311,92.349121706399
5,10,left thalamus proper,inner,8136.0067892074585,2217.33435254028,0.840356400915952,1.84490191936493,0.931688292361227,107.860004916421,119.617133726647,134.352876106195,18.0628814697266,19.7992286682129,33.3242454528809,94.0,120.0,106.0,134.0,121.0,147.0,81360.0,107.860004916421,119.617133726647,134.352876106195
6,11,left caudate,inner,2351.001961827278,1268.93449727355,0.969745233403749,4.09635972976685,1.4755708538565,106.792854104636,143.431305827308,143.528711186729,8.69655990600586,15.5213565826416,35.6242370605469,101.0,114.0,118.0,158.0,132.0,152.0,25861.0,106.792854104636,143.431305827308,143.528711186729
7,12,left putamen,inner,4002.0033395290375,1626.57150346997,0.936553806420237,2.85287284851074,1.1738916606056,95.4850074962519,138.389805097451,133.807596201899,11.5882225036621,18.5206336975098,33.0597267150879,88.0,107.0,120.0,153.0,124.0,144.0,48024.0,95.4850074962519,138.389805097451,133.807596201899
8,13,left pallidium,inner,1276.0010647773743,661.522295214028,0.899877435194448,2.29282665252686,0.818421726501021,100.0,134.008620689655,130.62539184953,8.6247615814209,10.8659362792969,19.7750835418701,91.0,108.0,125.0,143.0,125.0,138.0,16588.0,100.0,134.008620689655,130.62539184953
9,15,4th ventricle,inner,1370.0011432170868,928.980509435918,0.935341698074848,2.82689070701599,1.14208763479934,120.350364963504,101.540145985401,95.3970802919708,9.41498184204102,12.8755559921265,26.6151237487793,113.0,128.0,94.0,106.0,75.0,111.0,20550.0,120.350364963504,101.540145985401,95.3970802919708
10,16,brain stem,inner,17960.014986991882,4522.32924125864,0.866109171100576,2.00058078765869,1.5973976615935,120.718485523385,114.489420935412,100.982906458797,24.9690456390381,26.1056861877441,49.9525909423828,106.0,136.0,102.0,130.0,69.0,128.0,287360.0,120.718485523385,114.489420935412,100.982906458797
