,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,5267.0,2229.22161111566,0.951186878962698,3.24027800559998,1.25431869309882,65.4822479589899,142.439339282324,128.616669831023,11.4468336105347,22.0040550231934,37.0909233093262,56,76,120,160,116,141,5267,65.4822479589899,142.439339282324,128.616669831023
1,2,BN_STR_Ca_Left,5084.0,2645.75070448763,0.957317177313958,3.45973491668701,1.33441281502474,75.5550747442958,146.752163650669,135.302714398112,15.8950777053833,26.1783638000488,54.9927558898926,53,85,106,163,117,152,10168,75.5550747442958,146.752163650669,135.302714398112
2,3,BN_STR_NAC_Left,429.0,332.344286517336,0.876204171158594,2.074946641922,0.0865276076043524,80.2284382284382,146.81351981352,119.04662004662,6.24842500686646,8.48665904998779,12.9651489257812,74,85,143,151,115,125,1287,80.2284382284382,146.81351981352,119.04662004662
3,4,EXA_Left,207.0,265.255695476258,0.879051648238421,2.09763860702515,0.152247734618635,82.4299516908213,141.710144927536,127.072463768116,7.24397706985474,8.68069267272949,15.1952457427979,73,86,139,147,119,135,828,82.4299516908213,141.710144927536,127.072463768116
4,5,BN_GP_GPe_Left,614.0,489.573208292605,0.940699162942247,2.94774889945984,0.825036523845526,71.2557003257329,139.151465798046,127.175895765472,6.60771369934082,9.11988735198975,19.4778804779053,65,79,130,146,123,133,3070,71.2557003257329,139.151465798046,127.175895765472
5,6,BN_GP_GPi_Left,314.0,288.393864348236,0.93813751976835,2.88797903060913,0.504188559137286,72.8789808917197,135.149681528662,123.535031847134,4.82491540908813,7.9573917388916,13.9342546463013,67,80,130,140,119,128,1884,72.8789808917197,135.149681528662,123.535031847134
6,7,MTg_SN_SNc_Left,113.0,200.903203640281,0.968366499535949,4.0074987411499,1.52400815881012,81.0884955752212,120.327433628319,117.247787610619,2.79105353355408,10.6212272644043,11.1851434707642,77,85,115,125,113,122,791,81.0884955752212,120.327433628319,117.247787610619
7,8,MTg_RN_Left,292.0,224.211345740661,0.746323158666506,1.50244057178497,1.50361381496451,83.8561643835616,119.88698630137,121.280821917808,6.27402305603027,7.25730037689209,9.42634677886963,81,87,116,124,117,125,2336,83.8561643835616,119.88698630137,121.280821917808
8,9,MTg_SN_SNr_Left,243.0,301.699848128575,0.96736426836895,3.94648933410645,1.12549515934926,79.7818930041152,123.37037037037,117.62962962963,3.64755439758301,10.0773983001709,14.3950347900391,75,84,116,129,114,122,2187,79.7818930041152,123.37037037037,117.62962962963
9,10,MTg_VTR_PBP_Left,112.0,198.103319130106,0.979547808917053,4.96989345550537,1.65073372064428,81.8125,121.133928571429,118.964285714286,2.6167688369751,9.50230693817139,13.0050621032715,76,86,114,126,114,124,1120,81.8125,121.133928571429,118.964285714286
10,11,MTg_VTR_VTA_Left,53.0,91.4985218121527,0.97112459899459,4.19159126281738,1.67666837848086,85.1320754716981,117.77358490566,115.207547169811,2.61873388290405,4.16618871688843,10.9766626358032,83,87,113,123,112,118,583,85.1320754716981,117.77358490566,115.207547169811
11,12,BN_GP_VeP_Left,122.0,144.758645352921,0.941895434346546,2.97702121734619,0.139730864314429,78.2540983606557,142.139344262295,119.745901639344,3.43652081489563,5.74035930633545,10.2305955886841,73,83,140,145,118,122,1464,78.2540983606557,142.139344262295,119.745901639344
12,13,THM_ETH_HN_Left,49.0,79.6226319208577,0.927939132370553,2.6828944683075,1.26062762126511,84.8163265306122,115.469387755102,132.326530612245,3.1507568359375,3.76194286346436,8.45314788818359,83,86,113,119,130,135,637,84.8163265306122,115.469387755102,132.326530612245
13,14,Die_HTH_Left,812.0,670.31391275343,0.890163999199652,2.19471383094788,1.60269139535584,85.0098522167488,134.605911330049,119.669950738916,7.38163805007935,12.1657476425171,16.2005825042725,81,88,126,143,112,128,11368,85.0098522167488,134.605911330049,119.669950738916
14,15,Die_HTH_MN_Left,49.0,67.3333522098915,0.792168170421211,1.63853085041046,2.79414873234643,87.5714285714286,129.857142857143,116.367346938776,3.36481547355652,4.34710884094238,5.51335382461548,86,89,128,132,114,119,735,87.5714285714286,129.857142857143,116.367346938776
15,16,Die_STH_Left,176.0,186.371576768714,0.953077195898018,3.30330228805542,0.76716210812434,79.2784090909091,126.926136363636,121.761363636364,3.7044415473938,6.00959062576294,12.2368898391724,75,84,122,131,119,124,2816,79.2784090909091,126.926136363636,121.761363636364
