bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-115_T1w	0.46215296856974264	2.8535735504059874	0.6840253288213712	1.4718936681747437	3.5449079501186973	3.7050238503560924	3.53194	3.39776	0.19159712896813014	0.4203321356575998	0.38807073537427	1.517176866531372	0.6283508658409116	0.0	0.006789043300800372	37.29827742736434	17.974861857403127	22.556687264310796	240	256	256	3.3377556938777415	11.95954216315927	10.708328384288075	16.82768729582721	9.948008292198056	19.782943350542535	18.768761334444704	26.575332360593517	0.9999935626983643	1.0	1.0	0.15648610745971014	24.652063369750977	142.77748107910156	141.54251098632812	3941807.0	104.1449089050293	185.6277954101562	24.839012145996094	4.176602516941121	98.29456329345703	391.7555847167969	374.3326416015625	25701.0	245.20933532714844	602.9096069335938	112.14881896972656	0.16825385578509833	61.231998443603516	745.0868530273438	744.4104614257812	17935.0	644.4134094238282	847.6607543945311	62.24232482910156	0.20076726000081813	56.889747619628906	999.0399780273438	1000.0006103515625	226208.0	898.3604797363281	1095.6241271972656	59.425777435302734	0.23121024668216705	0.49382486939430237	0.539729654788971	0.5340884707208787
sub-116_T1w	0.46215296856974264	2.8535735504059874	0.6840253288213712	1.4718936681747437	3.5449079501186973	3.7050238503560924	3.53194	3.39776	0.19159712896813014	0.4203321356575998	0.38807073537427	1.517176866531372	0.6283508658409116	0.0	0.006789043300800372	37.29827742736434	17.974861857403127	22.556687264310796	240	256	256	3.3377556938777415	11.95954216315927	10.708328384288075	16.82768729582721	9.948008292198056	19.782943350542535	18.768761334444704	26.575332360593517	0.9999935626983643	1.0	1.0	0.15648610745971014	24.652063369750977	142.77748107910156	141.54251098632812	3941807.0	104.1449089050293	185.6277954101562	24.839012145996094	4.176602516941121	98.29456329345703	391.7555847167969	374.3326416015625	25701.0	245.20933532714844	602.9096069335938	112.14881896972656	0.16825385578509833	61.231998443603516	745.0868530273438	744.4104614257812	17935.0	644.4134094238282	847.6607543945311	62.24232482910156	0.20076726000081813	56.889747619628906	999.0399780273438	1000.0006103515625	226208.0	898.3604797363281	1095.6241271972656	59.425777435302734	0.23121024668216705	0.49382486939430237	0.539729654788971	0.5340884707208787
sub-117_T1w	0.46215296856974264	2.8535735504059874	0.6840253288213712	1.4718936681747437	3.5449079501186973	3.7050238503560924	3.53194	3.39776	0.19159712896813014	0.4203321356575998	0.38807073537427	1.517176866531372	0.6283508658409116	0.0	0.006789043300800372	37.29827742736434	17.974861857403127	22.556687264310796	240	256	256	3.3377556938777415	11.95954216315927	10.708328384288075	16.82768729582721	9.948008292198056	19.782943350542535	18.768761334444704	26.575332360593517	0.9999935626983643	1.0	1.0	0.15648610745971014	24.652063369750977	142.77748107910156	141.54251098632812	3941807.0	104.1449089050293	185.6277954101562	24.839012145996094	4.176602516941121	98.29456329345703	391.7555847167969	374.3326416015625	25701.0	245.20933532714844	602.9096069335938	112.14881896972656	0.16825385578509833	61.231998443603516	745.0868530273438	744.4104614257812	17935.0	644.4134094238282	847.6607543945311	62.24232482910156	0.20076726000081813	56.889747619628906	999.0399780273438	1000.0006103515625	226208.0	898.3604797363281	1095.6241271972656	59.425777435302734	0.23121024668216705	0.49382486939430237	0.539729654788971	0.5340884707208787
sub-118_T1w	0.46775731995394165	2.8705926294008726	0.5641786334875629	902.7603759765625	3.1806533333333333	3.25592	3.2836	3.00244	0.1768997066835567	0.44069129106849253	0.38240900224795077	1.7075023651123047	0.6413146018981934	0.0	0.005163280007836851	26.324177225746002	11.759025875593565	15.78331815768067	176	240	256	2.2153247028058445	8.148954655790943	7.887080619993533	13.29696250138381	17.88001230304439	40.16670364483062	39.158780942183654	59.42962687867595	1.0	1.0	1.0	157.02704988807744	11.023961067199707	21.424325942993164	18.41049575805664	3283052.0	3.674081802368164	48.150408554077146	14.670868873596191	-0.06822533999077285	148.4994354248047	322.7215576171875	300.866455078125	11649.0	132.2292419433594	550.48828125	135.8056182861328	0.15921973755577046	80.15815734863281	678.8052978515625	675.8839721679688	16815.0	545.2962768554687	821.9968811035155	82.938720703125	0.3116556472200429	71.45913696289062	997.7813110351562	1000.0206298828125	222122.0	868.94443359375	1117.641687011719	75.20652770996094	0.2299952507019043	0.5056185126304626	0.5500290989875793	0.5136465528866577
sub-119_T1w	0.5003290984434565	2.645116763527226	0.6499252078593624	98.2147445678711	4.161112944618715	4.268725158183373	3.9069866666666666	4.3076270090061035	0.17576351014394032	0.42553464934050256	0.3987018405155571	1.4084441661834717	0.45696743130683903	0.0	0.0051413714154447485	27.218301784024998	12.10178543311936	14.617541311292074	224	320	320	3.6196882321312622	13.687052216513916	11.289721901827	16.562425256835823	25.400047636327855	52.05501955043246	48.09643962182813	66.8342516787241	0.7999976277351379	0.75	0.7499999403953552	23.670086850347612	9.802727699279785	80.13848876953125	79.61947631835938	4876983.0	64.39679107666015	97.55179061889645	10.265684127807617	24.31685216640817	97.08062744140625	397.72711181640625	380.0578918457031	75940.0	264.29014282226564	583.586312866211	104.99671936035156	0.34633477856205586	54.83411407470703	777.7300415039062	778.89306640625	76937.0	682.8268920898438	869.2899169921875	56.90692138671875	0.6266336880918875	55.80860900878906	999.2099609375	1000.032958984375	551360.0	897.1270782470704	1096.2007873535156	60.37956619262695	0.23084144294261932	0.49202513694763184	0.5424635410308838	0.4182803004298556
sub-120_T1w	0.4482747844546583	2.9081015646311337	0.580193766412926	333.5132751464844	5.519552561683763	5.885377685051287	5.27891	5.39437	0.19810227506905143	0.42719040286194027	0.3747073220690083	1.2292312383651733	0.5089412212371828	0.0	0.000514601301107689	26.557053596317676	13.089256567008324	16.865470703319296	180	256	256	4.355553615767235	16.45011772626748	13.84552688592916	20.730909315752772	32.43220202652101	55.05925064033016	52.14208042399762	68.93478860514168	0.9999749064445496	1.0	1.0	2.3424836687521093	9.503887176513672	43.79665756225586	43.120201110839844	3020858.0	28.706581687927248	61.25378150939942	10.32236385345459	26.887306447154742	94.43096923828125	487.3416748046875	470.4852294921875	43666.0	351.8316345214844	665.1978149414062	108.01837921142578	0.4668573030918184	45.57151412963867	800.0820922851562	798.729736328125	31104.0	723.0882293701172	883.3983642578124	48.553871154785156	0.2505674795603752	44.6611328125	1001.8621215820312	1000.0184326171875	227800.0	921.1827178955078	1084.4257690429686	48.23793411254883	0.22519585490226746	0.5122818350791931	0.5500779747962952	0.4654013309151899
sub-121_T1w	0.43356256310278557	2.838828302900186	0.7689981583328993	4156.6416015625	4.038201128852251	4.000953386556751	4.16641	3.94724	0.18138269148243047	0.4393465262734772	0.37927078224409233	2.411440372467041	0.8215567231178285	0.0	1.0312867689493099e-05	27.44968896649569	12.533076820380456	16.572383617659447	170	256	256	3.3820161810051377	11.367516228548217	12.124762171699118	21.624754105544	46.12088069796663	94.45056730675998	87.89735511472675	123.12061733945362	0.9999916553497314	1.0	1.0	7.027568766804999	5.321095943450928	6.466925621032715	3.6239724159240723	244268.0	0.0	17.856523036956787	5.995986461639404	29.723112148497243	81.5197982788086	395.3296813964844	374.59930419921875	20422.0	271.0631103515625	592.1623107910157	110.75941467285156	0.4109371121631211	60.26396942138672	776.0267333984375	767.1387939453125	30600.0	679.9026763916016	905.0393646240234	67.48406982421875	0.9167653732313532	40.69609069824219	995.7077026367188	1000.0003662109375	231545.0	909.9890014648438	1063.1450439453124	46.24321746826172	0.2393971085548401	0.5118328332901001	0.5428527593612671	0.7219841215516185
sub-122_run-01_T1w	0.36164685356241927	3.4571929462369146	0.5100364519148469	5450.39306640625	3.34878	3.43967	3.39901	3.20766	0.17013834318577215	0.446472200515879	0.38338945629834886	1.369278073310852	0.38035445213317853	0.0	0.022352998190027024	34.49645891059043	14.706090312655132	19.52849711085115	224	232	256	2.4373130798531397	12.228592503616591	11.273093303527466	19.153374327112665	31.852065883903396	65.73342146752357	62.718800372853615	90.57091376713389	1.0	1.0	1.0	13.542029730915441	7.233343601226807	6.974887371063232	4.893395900726318	3486707.0	0.0	19.509940528869627	6.623706817626953	18.576537499224436	116.76162719726562	381.71063232421875	351.6778259277344	13150.0	222.52537460327147	604.5395355224608	144.28366088867188	0.5857593080940302	53.37902069091797	728.123046875	725.760986328125	22533.0	634.2662475585937	833.6655273437499	59.34819412231445	0.7590945503290429	45.795433044433594	995.172607421875	999.9910888671875	219917.0	897.3939331054687	1072.0393798828125	52.209537506103516	0.23142583668231964	0.5081148147583008	0.5507038235664368	0.532563514840743
sub-123_T1w	0.43041025364279595	2.8164875868735937	0.4749233905660623	12900.9296875	4.710823722156069	4.389951999999999	5.087680323466004	4.654838843002201	0.18931345388528215	0.42434021295507535	0.3863463331596425	1.262049674987793	0.49290550947189327	2.041166240743311e-05	0.012939914845278152	27.53724886092428	13.14271221149601	16.736272265739473	240	256	208	2.8848615820340657	11.181392235378684	11.025477995393729	19.010180168768436	54.995187909416764	122.0861254519047	112.71731289370261	161.07062531978636	0.9375	0.9374999403953552	0.9999916553497314	875.7970994162197	4.067406177520752	3.8564555644989014	2.7434237003326416	4122521.0	0.0	10.979893684387207	4.747636795043945	-0.351218416878063	114.67621612548828	371.6295471191406	341.43695068359375	21954.0	220.47697525024415	579.2587310791015	118.35201263427734	0.16879687054928194	61.63431930541992	768.3753051757812	757.97021484375	32897.0	672.7630615234375	896.7078002929687	67.78750610351562	0.7271277735511434	42.53993606567383	992.4235229492188	1000.0050048828125	253788.0	887.2453216552734	1065.9796936035154	52.603553771972656	0.23754490911960602	0.5033966898918152	0.5456010699272156	0.7740665622253111
sub-124_T1w	0.4423289558135375	2.9902791290257418	0.511928038841947	755.5701293945312	3.4442800000000005	3.57097	3.44705	3.31482	0.18050446017350477	0.4294044353016584	0.39009110452483686	1.7952876091003418	0.6651675701141357	0.0	0.005486474354320962	38.50128776902319	17.666858089704014	22.536384108994557	240	256	256	2.826921729340326	11.867049846179722	10.202965678982222	15.914925461426616	15.377291322901865	32.25053572850398	30.53871645434295	43.988322311623	1.0	1.0	1.0	2.537513870934199	14.893404960632324	22.133543014526367	20.282325744628906	3897524.0	3.3925419569015505	47.86448230743408	14.075305938720703	23.25249930173442	96.34222412109375	370.7797546386719	349.576416015625	16958.0	224.85187301635744	580.626934814453	123.65609741210938	0.30123610582629423	58.69390869140625	732.8138427734375	733.1607666015625	19847.0	630.19013671875	834.22734375	61.779659271240234	0.22219453141121814	59.33648681640625	996.2642822265625	999.999267578125	229085.0	883.9129760742188	1094.236083984375	62.83391571044922	0.23476114869117737	0.49924129247665405	0.5423800349235535	0.5473809754228658
