bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-004_task-rest_run-02_bold	0.0008210655737704918	0.008182612336065574	0	28.98297078341564	1.1337496076954725	0.9876038299588474	0.5038520166074261	1024.9415283203125	0.18912339632357547	98	40.16393442622951	2.2220612735849055	2.2262339622641507	2.5262973584905657	1.9136525	0.0446145	-0.014074865728616714	0.03764492645859718	244	64	64	40	4.14540793734587	2.5	3.3125	3.3125	4.0	130.1871934094512	8.142158508300781	47.12651443481445	24.782785415649414	99816.0	18.749998092651367	157.77150344848633	75.54058074951172	1.2408662751867805	162.16876220703125	840.2764282226562	826.4876708984375	30247.0	512.3880737304687	1177.5601806640623	199.3709716796875	53.6652946472168
sub-004_task-rest_run-03_bold	0.0009332786885245902	0.008844893401639345	0	27.306340174444458	1.1313926195884767	0.9979641451440325	0.5052123866197641	996.3552856445312	0.18475955776208702	97	39.75409836065574	2.221140927672956	2.227737358490566	2.526547924528302	1.9091375	0.0401324	-0.0135019076988101	0.03701772168278694	244	64	64	40	4.164085356689575	2.5	3.3125	3.3125	4.0	117.53071648665495	8.646486282348633	47.54376220703125	25.131145477294922	99850.0	18.430326461791992	161.17662582397452	73.0897216796875	1.2281367924862812	162.43914794921875	841.2210083007812	826.3872680664062	30212.0	516.4106262207032	1179.780474853515	198.45260620117188	54.064754486083984
sub-005_task-rest_run-01_bold	0.0006262704918032787	0.007055360409836065	0	27.74944804658436	1.171287312633745	0.9902301616460898	0.5027908476214353	1043.947998046875	0.15106680833109343	50	20.491803278688526	2.213276855345912	2.1896935849056605	2.5630369811320755	1.8871	0.0679075	-0.016168460249900818	0.035458702594041824	244	64	64	40	4.073249871590322	2.5	3.3125	3.3125	4.0	130.37941878409111	9.33310317993164	49.32373046875	26.147539138793945	99785.0	19.26639175415039	162.4458892822263	76.27498626708984	1.3808190764840562	172.71095275878906	894.2860717773438	876.1802978515625	30281.0	548.631103515625	1263.684326171875	215.10240173339844	56.792911529541016
sub-005_task-rest_run-02_bold	0.0007281147540983606	0.007292737090163936	0	27.62006775382715	1.1581149429218116	1.0006588697530867	0.5045050745897154	1028.2872314453125	0.16282305563542154	58	23.770491803278688	2.2187372955974842	2.2009147169811323	2.5603471698113207	1.89495	0.0668082	-0.016239574179053307	0.03494441509246826	244	64	64	40	4.039382429670903	2.5	3.3125	3.3125	4.0	123.68581487879631	9.61868667602539	50.638912200927734	26.4426212310791	99664.0	19.397539138793945	171.12294006347656	79.19075775146484	1.4071195312378828	174.3880615234375	897.2557373046875	880.1044921875	30366.0	544.6700744628906	1266.203857421875	217.8773651123047	57.07337188720703
sub-005_task-rest_run-03_bold	0.005373401639344262	0.012982159467213115	0	26.391536406543196	1.1446309444032923	1.0262850763786002	0.5062436656442578	1003.3616943359375	0.17309581212313652	67	27.459016393442624	2.258604103773585	2.2369509433962267	2.6041388679245285	1.9347225	0.042931	-0.015062869526445866	0.03433256596326828	244	64	64	40	3.9966681063811973	2.5	3.3125	3.3125	4.0	102.46397714850217	10.481511116027832	51.04021072387695	26.881145477294922	99453.0	18.676227569580078	174.08687744140582	75.67831420898438	1.4537976098232113	175.20225524902344	895.7804565429688	877.958984375	30517.0	543.1040405273437	1271.3794189453124	219.66912841796875	40.85093688964844
sub-006_task-rest_run-01_bold	0.0007020081967213115	0.007265017663934426	0	28.976957014773667	1.144784804691358	0.9776140592181068	0.5025071497866067	1046.1761474609375	0.1670679469609083	72	29.508196721311474	2.2614916981132076	2.228229433962264	2.6700256603773584	1.88622	0.0866707	-0.01209032628685236	0.034018099308013916	244	64	64	39	3.6261330136583694	2.5	3.3125	3.3125	4.0	103.11025783011415	8.561419486999512	49.124549865722656	25.549179077148438	96380.0	19.13934326171875	169.05757751464844	74.19253540039062	1.5292748471770885	189.76092529296875	892.5197143554688	864.4774169921875	29994.0	534.5677764892578	1310.8620056152345	238.39804077148438	50.64502716064453
sub-006_task-rest_run-02_bold	0.00041979508196721306	0.006582338155737705	0	29.688574967325113	1.1620753460905342	0.9763417332921808	0.5041009199425689	1024.2520751953125	0.16949201697046232	79	32.377049180327866	2.2586994182389937	2.228410566037736	2.664350188679245	1.8833375	0.0806462	-0.01147319283336401	0.034889332950115204	244	64	64	39	3.5982747727441957	2.5	3.3125	3.3125	4.0	97.68962401197575	8.713325500488281	50.11172103881836	25.782785415649414	96297.0	19.34016227722168	175.52703552246084	76.01565551757812	1.6313098765432095	191.27999877929688	891.2947998046875	863.600341796875	29994.0	532.2311248779297	1314.6898925781247	240.0	53.56298065185547
sub-006_task-rest_run-03_bold	0.0005527459016393443	0.006228117295081967	0	29.37056941765434	1.168285215349794	0.9860593872016462	0.5052543525265709	1009.1886596679688	0.17373299621215724	78	31.9672131147541	2.2561261006289306	2.228341132075472	2.658587169811321	1.88145	0.0765687	-0.01149437204003334	0.03501148149371147	244	64	64	39	3.6054376763770577	2.5	3.3125	3.3125	4.0	91.74035481943673	8.652563095092773	50.62564468383789	25.85245704650879	96356.0	19.573768615722656	179.7448616027832	75.9543228149414	1.670438416022006	191.07334899902344	889.7029418945312	861.2499389648438	29941.0	534.0081787109375	1310.8646240234375	238.8712921142578	56.459564208984375
sub-007_task-rest_run-01_bold	0.0006892592592592594	0.005714873374485597	1	26.879072315330593	1.1031919765289262	0.9688037541322312	0.5170359009186536	708.325927734375	0.1593388413169821	66	27.160493827160494	2.25107893081761	2.225234716981132	2.543052075471698	1.98495	0.027768	-0.010262939147651196	0.03573748469352722	243	64	64	40	3.4742700083420215	2.5	3.3125	3.3125	4.0	78.29000393338585	4.292224884033203	37.652652740478516	22.29835319519043	96598.0	18.765432357788086	115.41748580932611	51.8311653137207	1.2365726934895527	156.31390380859375	650.7042236328125	635.5184936523438	32775.0	384.09093627929684	981.8534545898438	182.9186553955078	52.32562255859375
sub-007_task-rest_run-02_bold	0.0009640983606557377	0.005073802418032786	0	30.557006490699596	1.1766707121399174	0.9995774633333332	0.5181116381211723	721.9578247070312	0.18380726078919035	84	34.42622950819672	2.240217185534591	2.210828679245283	2.5250203773584903	1.9848025	0.032025	-0.009729074314236641	0.035272810608148575	244	64	64	40	3.4746358221117353	2.5	3.3125	3.3125	4.0	76.21634054566414	4.0042405128479	38.27637481689453	22.135244369506836	96592.0	18.991802215576172	121.47868385314936	53.275001525878906	1.221020241985606	155.83729553222656	651.9083251953125	637.2581787109375	32764.0	383.3057113647461	983.9489044189453	183.4000701904297	55.40815353393555
