,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,37063.0,20359.9044919527,0.988461414711963,6.60184240341187,1.65692563331987,131.951568950166,115.034131074117,156.097779456601,24.1876487731934,65.3806228637695,159.683044433594,117.0,155.0,45.0,189.0,119.0,196.0,37063.0,131.951568950166,115.034131074117,156.097779456601
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22057.0,12064.6942696921,0.96542322265938,3.83600974082947,1.66495350835597,135.083737588974,107.940064378655,152.874461622161,26.2702980041504,55.7104644775391,100.77311706543,117.0,152.0,60.0,164.0,105.0,196.0,154399.0,135.083737588974,107.940064378655,152.874461622161
7,8,inferior_fronto_occipital_R,Right,11138.0,8742.16139685106,0.988414620372547,6.58857345581055,1.62519795032871,147.420542287664,116.282097324475,133.088256419465,26.2987422943115,31.9601287841797,173.271194458008,126.0,163.0,45.0,187.0,114.0,157.0,89104.0,147.420542287664,116.282097324475,133.088256419465
8,9,inferior_longitudinal_fasciculus_R,Right,13011.0,7541.10242151929,0.987646616328939,6.38171577453613,1.3146060137695,157.958266082546,96.5163323341788,120.117592806087,18.9462890625,25.8952178955078,120.909828186035,126.0,179.0,46.0,149.0,104.0,147.0,117099.0,157.958266082546,96.5163323341788,120.117592806087
9,10,superior_longitudinal_fasciculus_R,Right,3093.0,2359.82666557463,0.984389538830327,5.6817045211792,1.95399666893056,163.166181700614,100.790494665373,147.890720982865,13.7535591125488,38.9503631591797,78.1436614990234,147.0,185.0,83.0,132.0,126.0,169.0,30930.0,163.166181700614,100.790494665373,147.890720982865
10,11,uncinate_R,Right,2806.0,2440.2702234856,0.978120024543381,4.80673599243164,2.27846905015602,145.030648610121,150.626870990734,124.168210976479,13.4912166595459,31.4158153533936,64.8487167358398,127.0,162.0,128.0,183.0,110.0,139.0,30866.0,145.030648610121,150.626870990734,124.168210976479
