,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,5095.729475906535,2918.55083548143,0.991785005528123,7.81763076782227,1.29816568834193,87.1763419965995,125.348797668205,157.093514695166,10.5362348556519,23.275972366333,82.3683929443359,73.0,98.0,93.0,167.0,139.0,168.0,16468.0,87.1763419965995,125.348797668205,157.093514695166
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,50251.78934219221,10546.4731260211,0.715848443639672,1.43214023113251,1.82505927278856,77.0977586206897,90.1437931034483,104.953965517241,36.0898590087891,45.3049392700195,51.6857376098633,56.0,95.0,61.0,118.0,83.0,135.0,243600.0,77.0977586206897,90.1437931034483,104.953965517241
4,7,left cerebellum white matter,inner,12710.23706293034,3703.59863565736,0.93088372770765,2.73735928535461,1.45296962831264,82.7520693348914,99.35300418736,109.505209854903,14.9429883956909,27.9427280426025,40.9043273925781,67.0,96.0,78.0,125.0,98.0,127.0,71883.0,82.7520693348914,99.35300418736,109.505209854903
5,10,left thalamus proper,inner,8348.480766332179,2286.83586535079,0.899389942233098,2.28755855560303,1.23739820750422,88.7224610822832,124.503484062268,149.687768717569,15.032735824585,19.2143611907959,34.3882637023926,79.0,97.0,108.0,141.0,137.0,161.0,67450.0,88.7224610822832,124.503484062268,149.687768717569
6,11,left caudate,inner,2377.6770277426417,1413.25355940129,0.984724512254325,5.74317836761475,1.50516238058653,87.9193128578865,150.581467985424,157.419052576783,7.16178560256958,14.8495378494263,41.1314125061035,84.0,93.0,122.0,166.0,145.0,168.0,21131.0,87.9193128578865,150.581467985424,157.419052576783
7,12,left putamen,inner,4683.565784996437,1910.07728389545,0.966272219723175,3.88315153121948,1.30698144971655,78.6189217758985,144.952695560254,148.281183932347,9.33125495910645,19.2051544189453,36.234676361084,73.0,87.0,125.0,162.0,138.0,159.0,45408.0,78.6189217758985,144.952695560254,148.281183932347
8,13,left pallidium,inner,1445.6672401891751,745.224490516918,0.936071373188246,2.84244203567505,1.08427582313676,82.2919520547945,139.933219178082,145.416952054795,7.31770992279053,11.2687492370605,20.8001670837402,77.0,89.0,129.0,150.0,140.0,152.0,15184.0,82.2919520547945,139.933219178082,145.416952054795
9,15,4th ventricle,inner,1310.7548008222059,916.962117701637,0.951464603438577,3.24930429458618,1.31547216864282,96.2870632672332,104.579792256846,112.320113314448,9.07671070098877,9.63679313659668,29.4929943084717,91.0,102.0,98.0,110.0,92.0,129.0,15885.0,96.2870632672332,104.579792256846,112.320113314448
10,16,brain stem,inner,18256.499822594462,4539.75501261278,0.92408155824872,2.61646294593811,1.40449270527827,96.6856949152542,117.932745762712,115.246440677966,19.1597213745117,27.0254573822021,50.1307029724121,86.0,108.0,104.0,134.0,84.0,143.0,236000.0,96.6856949152542,117.932745762712,115.246440677966
11,17,left hippocampus,inner,3209.43078237203,1523.47400595029,0.981796633646168,5.26495456695557,1.48677786022001,77.0983416891631,123.851523332048,131.86463555727,8.14836311340332,13.5007600784302,42.9007606506348,71.0,85.0,104.0,140.0,121.0,145.0,44081.0,77.0983416891631,123.851523332048,131.86463555727
12,18,left amygdala,inner,651.0453496057415,421.69425255603,0.902771776916055,2.32493305206299,2.31151868474215,80.2414448669201,140.690114068441,129.04752851711,6.37493371963501,8.6581506729126,14.8212947845459,76.0,86.0,135.0,145.0,122.0,135.0,9468.0,80.2414448669201,140.690114068441,129.04752851711
13,24,CSF,inner,816.9010090110064,578.47177291201,0.924521364887482,2.62377524375916,1.4722652765406,97.6318181818182,118.621212121212,152.204545454545,7.35157918930054,9.7263240814209,19.288890838623,93.0,102.0,114.0,131.0,144.0,159.0,15840.0,97.6318181818182,118.621212121212,152.204545454545
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
