,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,40468.0,21983.7218705586,0.991439370347579,7.65885066986084,1.60058287534703,133.816348719976,125.616536522685,161.646115449244,22.6718463897705,68.1842803955078,173.640289306641,120.0,153.0,42.0,202.0,124.0,207.0,40468.0,133.816348719976,125.616536522685,161.646115449244
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22547.0,12945.4077626914,0.969223801636495,4.06204748153687,1.62868664018005,137.409988025014,118.047545127955,160.064487514969,25.3571338653564,62.0673484802246,103.001876831055,121.0,151.0,69.0,181.0,110.0,208.0,157829.0,137.409988025014,118.047545127955,160.064487514969
7,8,inferior_fronto_occipital_R,Right,12358.0,9549.90130879864,0.989853640153432,7.037757396698,1.53886688663949,147.837675999353,119.859766952581,137.616604628581,27.0801601409912,30.3483295440674,190.583602905273,128.0,166.0,41.0,196.0,120.0,167.0,98864.0,147.837675999353,119.859766952581,137.616604628581
8,9,inferior_longitudinal_fasciculus_R,Right,14166.0,8132.11455082627,0.993298841002277,8.65244483947754,1.28374274377832,156.189397148101,98.6946915148948,126.940420725681,15.5497999191284,27.1595935821533,134.543792724609,127.0,179.0,43.0,154.0,106.0,160.0,127494.0,156.189397148101,98.6946915148948,126.940420725681
9,10,superior_longitudinal_fasciculus_R,Right,4009.0,2947.53810955073,0.987280289136845,6.28972721099854,1.62611706348292,163.251933150412,107.920179595909,154.12995759541,13.3302211761475,43.675594329834,83.8434524536133,150.0,180.0,86.0,143.0,131.0,176.0,40090.0,163.251933150412,107.920179595909,154.12995759541
10,11,uncinate_R,Right,3222.0,2625.41799441025,0.980817811008964,5.13013315200806,2.14507836931605,148.734636871508,156.838299193048,124.91930477964,13.4741306304932,30.483097076416,69.1240844726562,130.0,167.0,131.0,193.0,110.0,136.0,35442.0,148.734636871508,156.838299193048,124.91930477964
