,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,897.0,708.988086201108,0.971803386419881,4.24101400375366,1.03326948380431,94.8896321070234,124.283166109253,105.059085841695,6.07967090606689,12.6512107849121,25.7839698791504,86.0,102.0,112.0,134.0,100.0,113.0,4485.0,94.8896321070234,124.283166109253,105.059085841695
2,2,6,right aLEC,926.0,719.003894616291,0.973371154383016,4.36233949661255,2.15726985718855,139.802375809935,124.937365010799,104.133909287257,5.37522125244141,14.7329111099243,23.4485397338867,132.0,148.0,113.0,134.0,99.0,111.0,5556.0,139.802375809935,124.937365010799,104.133909287257
3,3,7,left pMEC,424.0,401.353562514893,0.969156686806759,4.05769443511963,0.979303061978953,96.4834905660377,116.158018867925,109.504716981132,5.00271987915039,8.46125411987305,20.2995090484619,89.0,103.0,109.0,128.0,106.0,115.0,2968.0,96.4834905660377,116.158018867925,109.504716981132
4,4,8,right pMEC,320.0,329.456135581132,0.969984964537151,4.11243581771851,2.10615729203545,137.6125,117.30625,109.34375,4.45277404785156,7.93466758728027,18.3117485046387,132.0,144.0,111.0,126.0,106.0,114.0,2560.0,137.6125,117.30625,109.34375
5,5,9,left perirhinal,1848.0,1100.54295937161,0.920967069017019,2.5664689540863,1.32706481237147,83.646645021645,120.281385281385,104.350108225108,11.0557584762573,12.5866651535034,28.3742599487305,75.0,92.0,108.0,133.0,94.0,113.0,16632.0,83.646645021645,120.281385281385,104.350108225108
6,6,10,right perirhinal,1732.0,1020.09277929406,0.9383672009931,2.89318370819092,1.71311967947903,151.057159353349,120.438221709007,103.88856812933,10.0578136444092,13.1082439422607,29.0991020202637,144.0,160.0,109.0,135.0,95.0,113.0,17320.0,151.057159353349,120.438221709007,103.88856812933
7,7,11,left parahippocampal,3931.0,1880.21573184068,0.905800946462559,2.36014103889465,2.43287199452157,90.1050623251081,100.727295853472,114.970490969219,12.061484336853,21.5408515930176,28.4668045043945,78.0,106.0,89.0,113.0,103.0,124.0,43241.0,90.1050623251081,100.727295853472,114.970490969219
8,8,12,right parahippocampal,3699.0,1890.6314932852,0.922412962012091,2.58929824829102,1.48816538922625,144.972424979724,99.1632873749662,114.432278994323,11.2151403427124,22.633903503418,29.039342880249,131.0,156.0,85.0,113.0,103.0,123.0,44388.0,144.972424979724,99.1632873749662,114.432278994323
9,9,13,left DG/CA3,695.0,723.450716238567,0.989104138795252,6.79266881942749,1.402465930267,87.5741007194245,112.975539568345,119.919424460432,5.10390758514404,16.9410305023193,34.6691551208496,82.0,103.0,97.0,124.0,111.0,135.0,9035.0,87.5741007194245,112.975539568345,119.919424460432
10,10,14,right DG/CA3,862.0,812.458134166881,0.990638817705641,7.32551908493042,1.76812743840306,147.201856148492,112.080046403712,119.209976798144,4.9810791015625,15.2507123947144,36.4889907836914,134.0,154.0,94.0,124.0,111.0,134.0,12068.0,147.201856148492,112.080046403712,119.209976798144
11,11,15,left CA1,2193.0,1772.48379197551,0.988028948593692,6.48220109939575,1.57074381200638,88.6315549475604,114.681714546284,118.738258093935,8.06774044036865,25.1455402374268,52.2967147827148,79.0,104.0,96.0,130.0,107.0,135.0,32895.0,88.6315549475604,114.681714546284,118.738258093935
12,12,16,right CA1,2117.0,1770.95090529265,0.989323180143544,6.86161470413208,1.57358120768682,146.153519130846,113.71138403401,117.93481341521,8.23637580871582,23.0230598449707,56.5148391723633,132.0,155.0,93.0,131.0,107.0,134.0,33872.0,146.153519130846,113.71138403401,117.93481341521
13,13,17,left subiculum,960.0,931.952919680984,0.993844740778528,9.0267448425293,1.58350246686779,90.903125,115.397916666667,115.123958333333,4.16348695755005,14.85622215271,37.5827331542969,83.0,100.0,99.0,129.0,107.0,127.0,16320.0,90.903125,115.397916666667,115.123958333333
14,14,18,right subiculum,871.0,863.333600264309,0.995419804850578,10.4602212905884,1.52689524642965,143.653272101033,114.64867967853,114.470723306544,3.96631479263306,12.4256553649902,41.4885292053223,136.0,151.0,97.0,129.0,106.0,126.0,15678.0,143.653272101033,114.64867967853,114.470723306544
