,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,35551.0,20867.4245715659,0.991821921348877,7.83518218994141,1.62043681499885,134.218221709657,119.112683187533,150.722961379427,21.9944763183594,69.1399154663086,172.33073425293,119.0,154.0,41.0,196.0,105.0,191.0,35551.0,134.218221709657,119.112683187533,150.722961379427
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22869.0,12670.0469027965,0.966073768006282,3.87197256088257,1.59616235691062,138.031789759062,110.840001749093,148.996632996633,24.9851913452148,63.3835067749023,96.7419738769531,121.0,153.0,58.0,173.0,102.0,192.0,160083.0,138.031789759062,110.840001749093,148.996632996633
7,8,inferior_fronto_occipital_R,Right,10540.0,8812.58200714593,0.990660553428053,7.33399868011475,1.57852833187655,149.342599620493,120.975332068311,126.424762808349,25.9494895935059,30.3067512512207,190.313522338867,129.0,165.0,40.0,193.0,101.0,147.0,84320.0,149.342599620493,120.975332068311,126.424762808349
8,9,inferior_longitudinal_fasciculus_R,Right,12295.0,7553.71019894024,0.989832924673225,7.03062057495117,1.33503679773892,158.584139894266,97.3166327775518,111.559089060594,18.205265045166,24.7685565948486,127.99430847168,130.0,176.0,42.0,149.0,97.0,136.0,110655.0,158.584139894266,97.3166327775518,111.559089060594
9,10,superior_longitudinal_fasciculus_R,Right,2795.0,2400.75771255069,0.991852784568413,7.84994792938232,1.6389801105072,163.389624329159,102.284794275492,141.332737030411,11.8997211456299,40.0043144226074,93.4121932983398,151.0,181.0,77.0,134.0,114.0,161.0,27950.0,163.389624329159,102.284794275492,141.332737030411
10,11,uncinate_R,Right,2954.0,2530.66056861292,0.983461666544027,5.52131080627441,2.16964541501449,149.325321597833,153.584292484766,118.93432633717,13.0934886932373,27.7229881286621,72.2932205200195,129.0,169.0,129.0,190.0,105.0,133.0,32494.0,149.325321597833,153.584292484766,118.93432633717
