,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,35571.0,20870.7361087702,0.991806074000193,7.82763290405273,1.62035264207638,134.217677321414,119.076129431278,150.712518624722,22.0067806243896,69.1283340454102,172.261001586914,119.0,154.0,41.0,196.0,105.0,191.0,35571.0,134.217677321414,119.076129431278,150.712518624722
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22886.0,12672.0621761332,0.966046706254551,3.8704559803009,1.59741765231462,138.031635060736,110.843878353579,148.975661976754,25.000732421875,63.4081382751465,96.7642364501953,121.0,153.0,58.0,172.0,102.0,192.0,160202.0,138.031635060736,110.843878353579,148.975661976754
7,8,inferior_fronto_occipital_R,Right,10550.0,8819.322614021,0.990648338840465,7.32922983169556,1.57851559022576,149.340758293839,120.96028436019,126.425023696682,25.9619808197021,30.3223533630371,190.281326293945,129.0,165.0,40.0,193.0,101.0,147.0,84400.0,149.340758293839,120.96028436019,126.425023696682
8,9,inferior_longitudinal_fasciculus_R,Right,12294.0,7550.96194497942,0.989826054366804,7.02825832366943,1.3350992243484,158.603221083455,97.3773385391248,111.573043761184,18.2036781311035,24.7658138275146,127.940155029297,130.0,176.0,42.0,149.0,97.0,136.0,110646.0,158.603221083455,97.3773385391248,111.573043761184
9,10,superior_longitudinal_fasciculus_R,Right,2797.0,2400.87917451152,0.991830020460635,7.83904933929443,1.63980298512431,163.38040757955,102.285663210583,141.328566321058,11.9151630401611,40.0243606567383,93.4035491943359,151.0,181.0,77.0,134.0,114.0,161.0,27970.0,163.38040757955,102.285663210583,141.328566321058
10,11,uncinate_R,Right,2954.0,2528.43556688943,0.983465383139733,5.52192640304565,2.16958267781189,149.301286391334,153.633378469871,118.952606635071,13.0986757278442,27.7351989746094,72.3299255371094,129.0,169.0,129.0,190.0,105.0,133.0,32494.0,149.301286391334,153.633378469871,118.952606635071
