,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.32670433347525424,0.20015432366185681,0.23140499129738107,0.18180441112739334,-0.24261055700656803,-0.08261851975884424,0.02167937738521907,0.142110566291456,0.25287939148469646,119.88223409262389,49.20643213019689,49.370076273064676,49.31477501630566,49.14776264788449,49.57035432925921,48.93934941907162,49.21850013527538,48.941350516855366,49.2993231724664,119.88223409262405
