,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,36342.0,21163.2098656367,0.991842395141771,7.84496831893921,1.65773343834395,100.520279566342,115.70857410159,148.806697485004,22.3501491546631,68.6913909912109,175.336212158203,84.0,122.0,38.0,194.0,99.0,190.0,36342.0,100.520279566342,115.70857410159,148.806697485004
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,23364.0,12871.6438037245,0.965701986717959,3.85129404067993,1.60904152188695,104.484805683958,108.360255093306,146.903483992467,25.1407127380371,64.0177459716797,96.8242797851562,88.0,120.0,54.0,171.0,100.0,190.0,163548.0,104.484805683958,108.360255093306,146.903483992467
7,8,inferior_fronto_occipital_R,Right,11121.0,9170.82544731197,0.990592154206539,7.30741453170776,1.61358494260447,115.896681953062,119.162755147918,125.036507508318,26.6164875030518,30.2836742401123,194.497711181641,93.0,129.0,38.0,192.0,96.0,142.0,88968.0,115.896681953062,119.162755147918,125.036507508318
8,9,inferior_longitudinal_fasciculus_R,Right,12906.0,7841.17008953892,0.98987684209131,7.04577732086182,1.36992490448516,126.267859910119,96.6523322485666,109.070277390361,18.5359153747559,24.8655490875244,130.59992980957,99.0,143.0,39.0,150.0,94.0,132.0,116154.0,126.267859910119,96.6523322485666,109.070277390361
9,10,superior_longitudinal_fasciculus_R,Right,2937.0,2492.43485946216,0.99189144428474,7.86856269836426,1.68792626904938,130.6278515492,100.596867551924,138.985018726592,12.0961961746216,40.6476554870605,95.1796798706055,117.0,149.0,76.0,133.0,111.0,160.0,29370.0,130.6278515492,100.596867551924,138.985018726592
10,11,uncinate_R,Right,2974.0,2592.04559517003,0.983071540918546,5.45785617828369,2.21153414519773,114.753194351042,153.408540685945,119.144250168124,13.3504323959351,28.3809394836426,72.8647384643555,93.0,135.0,129.0,189.0,105.0,135.0,32714.0,114.753194351042,153.408540685945,119.144250168124
