,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,37041.0,20382.2182527974,0.9884280871172,6.59238386154175,1.65711731604618,131.952917037877,115.039874733404,156.137199319673,24.2157096862793,65.4327697753906,159.639251708984,117.0,155.0,45.0,189.0,119.0,196.0,37041.0,131.952917037877,115.039874733404,156.137199319673
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22140.0,12134.6523216547,0.965402373790709,3.83487415313721,1.66359809187298,135.068925022584,108.00379403794,152.903839205059,26.265775680542,56.0408248901367,100.725944519043,117.0,152.0,60.0,164.0,105.0,196.0,154980.0,135.068925022584,108.00379403794,152.903839205059
7,8,inferior_fronto_occipital_R,Right,11183.0,8767.44129924473,0.988368824046945,6.57566595077515,1.62495258187956,147.47232406331,116.147455959939,133.061432531521,26.3529758453369,32.0474281311035,173.288360595703,126.0,163.0,45.0,187.0,114.0,157.0,89464.0,147.47232406331,116.147455959939,133.061432531521
8,9,inferior_longitudinal_fasciculus_R,Right,13042.0,7533.04551266725,0.987636498455044,6.37911987304688,1.31600962574123,158.032280325103,96.6169299187241,120.120840361908,18.9198474884033,25.9105548858643,120.691970825195,126.0,179.0,46.0,149.0,105.0,147.0,117378.0,158.032280325103,96.6169299187241,120.120840361908
9,10,superior_longitudinal_fasciculus_R,Right,3011.0,2334.71039360759,0.984432723311708,5.68951845169067,1.98192161537784,163.225506476254,100.116572567253,147.940551311857,13.6540775299072,38.3241806030273,77.6851272583008,148.0,185.0,83.0,131.0,126.0,170.0,30110.0,163.225506476254,100.116572567253,147.940551311857
10,11,uncinate_R,Right,2802.0,2441.74064859328,0.977862445793112,4.77900123596191,2.28041818117086,145.08244111349,150.604568165596,124.134903640257,13.5518846511841,31.3929080963135,64.7644729614258,126.0,162.0,128.0,183.0,110.0,139.0,30822.0,145.08244111349,150.604568165596,124.134903640257
