,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,35258.85746088144,20762.9054175335,0.990767610644534,7.37619972229004,1.63288365926594,132.058477650363,113.131786800843,162.372484203136,22.6654796600342,69.8627471923828,167.185104370117,116.0,150.0,45.0,191.0,110.0,206.0,34184.0,132.058477650363,113.131786800843,162.372484203136
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,21074.449322511395,12378.9308571758,0.968135636443486,3.99318861961365,1.72251651382723,136.118392717306,107.906666014096,161.18329091621,25.6123561859131,59.194263458252,102.274971008301,117.0,151.0,56.0,163.0,115.0,206.0,143024.0,136.118392717306,107.906666014096,161.18329091621
7,8,inferior_fronto_occipital_R,Right,11000.342698932265,8837.79958211921,0.990516131211019,7.27820634841919,1.57923169698521,144.795874355368,119.533802156587,137.972526957337,25.0244617462158,30.11741065979,182.133193969727,125.0,160.0,45.0,189.0,107.0,158.0,85320.0,144.795874355368,119.533802156587,137.972526957337
8,9,inferior_longitudinal_fasciculus_R,Right,12802.274128377616,7650.48428503458,0.991071855531043,7.50025272369385,1.30408828636805,153.646390589752,101.319851756365,121.50080567193,17.5273571014404,23.4000453948975,131.459609985352,124.0,173.0,47.0,156.0,104.0,141.0,111708.0,153.646390589752,101.319851756365,121.50080567193
9,10,superior_longitudinal_fasciculus_R,Right,3229.448944243499,2655.45253686243,0.987693859611523,6.3938775062561,1.53857872416183,160.78856595337,101.073778345576,149.886617694027,13.188943862915,42.2061996459961,84.3284912109375,149.0,177.0,80.0,134.0,125.0,176.0,31310.0,160.78856595337,101.073778345576,149.886617694027
10,11,uncinate_R,Right,3010.782966543205,2511.33199383934,0.982788252376673,5.41314125061035,2.23830731152474,143.655704008222,155.404248030147,136.422404933196,12.5231122970581,28.5987358093262,67.7893753051758,124.0,163.0,132.0,187.0,122.0,153.0,32109.0,143.655704008222,155.404248030147,136.422404933196
