,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38495.0,20390.2548268448,0.986242449302999,6.04941415786743,1.65710418976816,116.313469281725,127.996570983245,177.892531497597,26.2145709991455,62.1846885681152,158.582794189453,101.0,139.0,52.0,199.0,139.0,219.0,38495.0,116.313469281725,127.996570983245,177.892531497597
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22429.0,12335.5280826883,0.960435722125984,3.59064173698425,1.69729481068752,120.09242498551,120.273217709216,178.420705336841,26.4183483123779,61.5907020568848,94.8588256835938,101.0,137.0,76.0,182.0,132.0,221.0,157003.0,120.09242498551,120.273217709216,178.420705336841
7,8,inferior_fronto_occipital_R,Right,11146.0,8660.537249444,0.98974385726037,7.00018262863159,1.6191220693692,132.397631437287,130.020007177463,155.54225731204,24.4930324554443,32.6491355895996,171.455703735352,110.0,148.0,52.0,194.0,140.0,185.0,89168.0,132.397631437287,130.020007177463,155.54225731204
8,9,inferior_longitudinal_fasciculus_R,Right,12304.0,7224.91461032437,0.989468610703741,6.90857744216919,1.2997507482263,142.606875812744,107.27072496749,144.407022106632,18.0436534881592,23.3623352050781,124.655975341797,109.0,161.0,53.0,156.0,121.0,176.0,110736.0,142.606875812744,107.27072496749,144.407022106632
9,10,superior_longitudinal_fasciculus_R,Right,2829.0,2381.37450526045,0.986369019448996,6.07724142074585,1.58313358635225,147.520678685048,114.983386355603,172.54259455638,12.8065366744995,43.3191604614258,77.8284149169922,134.0,166.0,92.0,148.0,148.0,186.0,28290.0,147.520678685048,114.983386355603,172.54259455638
10,11,uncinate_R,Right,2773.0,2493.65734157632,0.980442467382253,5.08114814758301,2.26427644535005,129.042913811756,157.747565813199,142.221060223585,13.1120681762695,30.9550323486328,66.6243591308594,110.0,152.0,135.0,190.0,128.0,153.0,30503.0,129.042913811756,157.747565813199,142.221060223585
