,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.4446886067669531,0.15446643423619988,0.47916988153572454,0.35376888512824317,-0.16092031940064583,-0.0024783083677507737,-0.05377375227602275,0.35023367137012196,0.3587219927006111,117.17311545446752,48.03936369355091,48.17031929894703,48.34930130421649,48.078847194822806,48.459681481356725,47.840633471586436,48.02844357510115,47.91854318456637,48.26936243531077,117.17311545446661
