,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,40483.0,21978.9717800515,0.99145951460441,7.66783857345581,1.60069665087582,133.811723439468,125.605612232295,161.654348738977,22.6486511230469,68.2499084472656,173.666198730469,120.0,153.0,42.0,202.0,124.0,207.0,40483.0,133.811723439468,125.605612232295,161.654348738977
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22528.0,12931.9210163522,0.969201734319621,4.06061458587646,1.62669013033649,137.409756747159,118.058904474432,160.0791015625,25.3543090820312,62.0827217102051,102.954078674316,121.0,151.0,69.0,181.0,111.0,208.0,157696.0,137.409756747159,118.058904474432,160.0791015625
7,8,inferior_fronto_occipital_R,Right,12352.0,9540.93676892989,0.989882423904541,7.04770994186401,1.53880873045859,147.848202720207,119.876538212435,137.597555051813,27.0412731170654,30.3337593078613,190.579055786133,128.0,166.0,41.0,196.0,120.0,167.0,98816.0,147.848202720207,119.876538212435,137.597555051813
8,9,inferior_longitudinal_fasciculus_R,Right,14157.0,8111.84479499367,0.993326788332997,8.67048358917236,1.28411301911303,156.203856749311,98.7305926396836,126.910079819171,15.5087547302246,27.122579574585,134.468399047852,127.0,178.0,43.0,154.0,106.0,160.0,127413.0,156.203856749311,98.7305926396836,126.910079819171
9,10,superior_longitudinal_fasciculus_R,Right,4006.0,2935.00960126009,0.987345473485918,6.30580234527588,1.62356430460136,163.239141288068,107.975786320519,154.163255117324,13.2906513214111,43.7424201965332,83.808219909668,150.0,180.0,86.0,143.0,131.0,175.0,40060.0,163.239141288068,107.975786320519,154.163255117324
10,11,uncinate_R,Right,3216.0,2629.54840705272,0.980913121842551,5.14280223846436,2.14563653365415,148.701803482587,156.930037313433,124.9092039801,13.470100402832,30.4803581237793,69.2740631103516,130.0,167.0,131.0,194.0,110.0,136.0,35376.0,148.701803482587,156.930037313433,124.9092039801
