,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,37361.0,21567.7848443521,0.991322229168254,7.60720539093018,1.61451282073183,100.78726479484,113.26171676347,146.246513744279,22.8017997741699,71.7136611938477,173.457977294922,86.0,120.0,45.0,194.0,86.0,192.0,37361.0,100.78726479484,113.26171676347,146.246513744279
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22184.0,12771.4896304252,0.968421565455924,4.01093482971191,1.56754392328221,105.065227190768,107.431301839163,145.162279120087,25.887601852417,61.4968070983887,103.833488464355,88.0,119.0,53.0,163.0,97.0,191.0,155288.0,105.065227190768,107.431301839163,145.162279120087
7,8,inferior_fronto_occipital_R,Right,11375.0,9118.05873742504,0.990455051052098,7.25499296188354,1.56400017187166,115.85178021978,121.077450549451,122.68378021978,25.8697509765625,30.5849456787109,187.684860229492,96.0,132.0,46.0,193.0,84.0,148.0,91000.0,115.85178021978,121.077450549451,122.68378021978
8,9,inferior_longitudinal_fasciculus_R,Right,13147.0,7740.49326573853,0.992343578669029,8.09664154052734,1.28297212882694,125.578915341903,104.558074085343,104.911386628128,16.8902931213379,24.205638885498,136.754653930664,96.0,146.0,47.0,159.0,82.0,126.0,118323.0,125.578915341903,104.558074085343,104.911386628128
9,10,superior_longitudinal_fasciculus_R,Right,3452.0,2779.16495477845,0.989004447732496,6.76197576522827,1.57552953763153,130.711181923523,101.007821552723,134.639049826188,12.9160327911377,44.1227340698242,87.3378982543945,118.0,148.0,79.0,133.0,108.0,164.0,34520.0,130.711181923523,101.007821552723,134.639049826188
10,11,uncinate_R,Right,3009.0,2519.10717550311,0.983768601802863,5.57283973693848,2.25120799120926,116.178796942506,157.335992023928,124.156862745098,12.3020620346069,29.9463691711426,68.5574188232422,96.0,136.0,134.0,191.0,110.0,143.0,33099.0,116.178796942506,157.335992023928,124.156862745098
