,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,6081.0,2358.01084481158,0.949470268056077,3.18616437911987,1.27478542394299,73.138957408321,139.225785232692,129.611412596612,12.3536176681519,21.598747253418,39.3606567382812,65,84,117,158,115,142,6081,73.138957408321,139.225785232692,129.611412596612
1,2,BN_STR_Ca_Left,5569.0,2692.08371270046,0.956225433817515,3.41727256774902,1.40182659756077,83.5331298258215,144.36649308673,138.023882205064,15.837851524353,26.5282802581787,54.122257232666,63,93,102,162,118,152,11138,83.5331298258215,144.36649308673,138.023882205064
2,3,BN_STR_NAC_Left,509.0,364.641449607424,0.859907737511324,1.95905768871307,0.0815529892304014,87.671905697446,147.457760314342,120.819253438114,6.7030873298645,9.06118202209473,13.1317348480225,82,93,144,152,116,126,1527,87.671905697446,147.457760314342,120.819253438114
3,4,EXA_Left,184.0,254.5828048024,0.908326223434092,2.39084339141846,3.11296390846238,90.3097826086957,141.097826086957,127.983695652174,6.78575754165649,8.97390842437744,16.2236843109131,81,94,138,146,120,137,736,90.3097826086957,141.097826086957,127.983695652174
4,5,BN_GP_GPe_Left,741.0,580.850702387189,0.958740274656319,3.51761603355408,0.900389233308241,79.8529014844804,137.433198380567,128.543859649123,6.1422815322876,10.9359893798828,21.6061878204346,72,88,127,145,124,134,3705,79.8529014844804,137.433198380567,128.543859649123
5,6,BN_GP_GPi_Left,504.0,383.1088214673,0.927221816522806,2.67013692855835,0.667056477268999,81.2718253968254,134.049603174603,124.55753968254,5.61929082870483,9.32593631744385,15.0042762756348,75,88,128,139,119,129,3024,81.2718253968254,134.049603174603,124.55753968254
6,7,MTg_SN_SNc_Left,122.0,193.098191640903,0.966906373200158,3.91954779624939,1.37685120824876,90.4672131147541,121.844262295082,114.524590163934,2.90045762062073,8.68929195404053,11.3684825897217,87,95,116,127,111,118,854,90.4672131147541,121.844262295082,114.524590163934
7,8,MTg_RN_Left,309.0,230.690593679519,0.732835072449711,1.46971011161804,1.49020403287985,93.495145631068,120.805825242718,118.498381877023,6.32467317581177,7.69941329956055,9.29543590545654,90,97,117,125,114,122,2472,93.495145631068,120.805825242718,118.498381877023
8,9,MTg_SN_SNr_Left,304.0,328.542137397927,0.960308324597172,3.58499121665955,1.28498895420226,88.1611842105263,124.171052631579,115.161184210526,3.96157813072205,10.2822322845459,14.2022228240967,84,93,117,131,111,119,2736,88.1611842105263,124.171052631579,115.161184210526
9,10,MTg_VTR_PBP_Left,117.0,197.137711245187,0.978507155795158,4.84935808181763,1.74538006746799,91.1794871794872,122.418803418803,116.521367521368,2.56100583076477,9.8698148727417,12.4192342758179,85,96,116,127,112,121,1170,91.1794871794872,122.418803418803,116.521367521368
10,11,MTg_VTR_VTA_Left,50.0,84.6664875339898,0.953157237506288,3.30605554580688,1.68938502564158,94.96,120.1,112.68,2.84440732002258,4.46032238006592,9.40376853942871,93,97,117,124,109,116,550,94.96,120.1,112.68
