,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,39280.342352462176,22297.1890954416,0.992625319675078,8.24927139282227,1.64158717473623,127.42657807309,146.11201741322,219.613999312636,28.1922664642334,92.8077011108398,232.565658569336,108.0,154.0,40.0,249.0,167.0,280.0,87290.0,127.42657807309,146.11201741322,219.613999312636
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,24170.752993215727,13767.7511518132,0.97643915183175,4.63407182693481,1.68070958574023,130.91186491166,136.057676912479,221.672481522164,30.4811534881592,82.5822067260742,141.251861572266,108.0,152.0,68.0,222.0,154.0,281.0,375991.0,130.91186491166,136.057676912479,221.672481522164
7,8,inferior_fronto_occipital_R,Right,11036.205707344883,9128.82829286504,0.990003889508516,7.09018421173096,1.60382864049987,146.48501529052,150.332110091743,187.696554536188,34.7697105407715,36.6556663513184,246.523651123047,119.0,164.0,39.0,244.0,161.0,224.0,196200.0,146.48501529052,150.332110091743,187.696554536188
8,9,inferior_longitudinal_fasciculus_R,Right,13133.647289482886,7977.1913630844,0.990861442121275,7.41379594802856,1.36350164689364,159.993490029466,120.657472760913,170.405776742274,23.6961231231689,30.8157806396484,175.67822265625,124.0,183.0,41.0,191.0,147.0,204.0,262674.0,159.993490029466,120.657472760913,170.405776742274
9,10,superior_longitudinal_fasciculus_R,Right,3697.1851617347834,2838.74967636997,0.986911558625177,6.20107221603394,1.75975846310998,163.766066212269,122.405185004869,209.056840311587,19.7347946166992,47.9503173828125,122.376884460449,146.0,190.0,93.0,168.0,179.0,240.0,82160.0,163.766066212269,122.405185004869,209.056840311587
10,11,uncinate_R,Right,2993.3879863509956,2584.90868308951,0.984556197700838,5.71203899383545,2.14075847609155,142.863650030066,194.747895369814,175.77946482261,16.3221263885498,36.7242736816406,93.2326202392578,119.0,169.0,160.0,240.0,156.0,193.0,73172.0,142.863650030066,194.747895369814,175.77946482261
