,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,40133.0,21767.373813898,0.991527490176419,7.69840574264526,1.68112582829307,99.9105225126455,117.322702015797,164.049535295144,22.9694347381592,67.2482528686523,176.828033447266,82.0,123.0,32.0,195.0,127.0,209.0,40133.0,99.9105225126455,117.322702015797,164.049535295144
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22678.0,13033.2137219541,0.968433900044086,4.01170635223389,1.66669273276052,103.883367139959,110.609753946556,162.48628626863,25.4248752593994,63.3716812133789,101.997131347656,88.0,119.0,58.0,172.0,113.0,210.0,158746.0,103.883367139959,110.609753946556,162.48628626863
7,8,inferior_fronto_occipital_R,Right,12601.0,9642.90375146573,0.99013038101944,7.13524723052979,1.6204845712635,114.81168161257,113.476866915324,140.833822712483,27.1680164337158,30.4277286529541,193.850509643555,92.0,129.0,32.0,189.0,124.0,170.0,100808.0,114.81168161257,113.476866915324,140.833822712483
8,9,inferior_longitudinal_fasciculus_R,Right,15034.0,8351.03911703215,0.993311229586369,8.66042709350586,1.36698740553118,125.269988027138,92.897831581748,129.771850472263,15.8189296722412,27.4011459350586,136.998687744141,99.0,144.0,34.0,149.0,109.0,163.0,135306.0,125.269988027138,92.897831581748,129.771850472263
9,10,superior_longitudinal_fasciculus_R,Right,4113.0,2966.92206451069,0.98821364505251,6.53248929977417,1.72934426893767,130.929491855094,102.069049355701,157.372963773401,12.9204339981079,44.0671501159668,84.4025955200195,116.0,149.0,80.0,139.0,135.0,178.0,41130.0,130.929491855094,102.069049355701,157.372963773401
10,11,uncinate_R,Right,3312.0,2697.96959762571,0.980937863471664,5.1461067199707,2.21886176209311,112.860809178744,150.056461352657,128.114734299517,13.6287660598755,30.2420463562012,70.1350860595703,92.0,132.0,126.0,186.0,113.0,139.0,36432.0,112.860809178744,150.056461352657,128.114734299517
