,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,37654.0,20689.5172938861,0.988745382294402,6.68413209915161,1.62698636964957,126.01550964041,100.397886014766,177.354968927604,24.5101318359375,64.0862045288086,163.828964233398,110.0,148.0,29.0,178.0,139.0,217.0,37654.0,126.01550964041,100.397886014766,177.354968927604
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22601.0,12280.8371730975,0.964629097659053,3.79346990585327,1.63180213476606,128.776071855228,94.1635325870537,174.134640060174,26.6702251434326,56.2740097045898,101.172698974609,111.0,146.0,46.0,151.0,127.0,218.0,158207.0,128.776071855228,94.1635325870537,174.134640060174
7,8,inferior_fronto_occipital_R,Right,11632.0,9057.28001800225,0.98856350597767,6.63107299804688,1.59218676536363,141.834336313618,101.675292297111,154.964236588721,26.715705871582,32.0035171508789,177.153793334961,119.0,157.0,29.0,175.0,135.0,178.0,93056.0,141.834336313618,101.675292297111,154.964236588721
8,9,inferior_longitudinal_fasciculus_R,Right,13692.0,7903.73254813214,0.98782126658243,6.42702913284302,1.28668191108373,151.713628396144,81.3169003797838,141.634604148408,19.173095703125,26.3599433898926,123.226043701172,118.0,175.0,31.0,135.0,127.0,167.0,123228.0,151.713628396144,81.3169003797838,141.634604148408
9,10,superior_longitudinal_fasciculus_R,Right,3383.0,2477.94168486679,0.984879896863831,5.77238798141479,1.99535052215394,158.233520543896,83.6919893585575,168.074785693172,13.6789197921753,38.0463600158691,78.9600296020508,142.0,179.0,67.0,116.0,148.0,192.0,33830.0,158.233520543896,83.6919893585575,168.074785693172
10,11,uncinate_R,Right,2932.0,2530.61737662967,0.978448069377981,4.84277868270874,2.24026400694137,140.727830832196,137.396657571623,146.454979536153,13.637921333313,31.9051322937012,66.0454330444336,122.0,158.0,114.0,171.0,132.0,162.0,32252.0,140.727830832196,137.396657571623,146.454979536153
