,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.49541363752134493,0.05094432073789695,0.3546093782463019,0.31074531733504757,0.028870821742522212,-0.3304993662610384,-0.1082447891423241,0.29881840564276746,0.3503692934677384,118.38577938338062,48.4724502882203,48.62500016338889,48.82211669798982,48.586315513043075,49.084570377337165,48.26010659977708,48.52038518365457,48.375928946863866,48.743922199866354,118.38577938338017
