,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,37271.52838399261,21301.5304470897,0.990169999694489,7.14954090118408,1.63338291146165,130.124646850023,146.14557023157,222.709559800063,30.1301765441895,87.0053024291992,215.416931152344,111.0,157.0,48.0,245.0,175.0,278.0,82826.0,130.124646850023,146.14557023157,222.709559800063
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22347.797100014985,12728.1756556252,0.970531764215712,4.1498384475708,1.69657084418009,133.784986508799,136.395876122589,219.522693407434,32.5171012878418,75.8727416992188,134.940719604492,111.0,155.0,75.0,216.0,155.0,279.0,347634.0,133.784986508799,136.395876122589,219.522693407434
7,8,inferior_fronto_occipital_R,Right,11285.048038221896,9201.65620136364,0.988565133209065,6.63154172897339,1.60223610157002,149.03867932052,144.687973522609,191.861432331127,35.2359352111816,40.0270118713379,233.668579101562,121.0,168.0,48.0,241.0,172.0,232.0,200624.0,149.03867932052,144.687973522609,191.861432331127
8,9,inferior_longitudinal_fasciculus_R,Right,13172.339348226786,8011.67425331152,0.98772474837073,6.4018669128418,1.31516239491351,161.654516261274,116.671870729708,176.676858431265,25.3004341125488,33.1624717712402,161.970016479492,120.0,189.0,50.0,186.0,150.0,218.0,263448.0,161.654516261274,116.671870729708,176.676858431265
9,10,superior_longitudinal_fasciculus_R,Right,3353.3845594078302,2493.00702341998,0.98597677142812,5.99223566055298,1.89517147012252,169.623993558776,124.53757380569,211.78757380569,17.4049625396729,50.212890625,104.294639587402,150.0,196.0,99.0,168.0,186.0,238.0,74520.0,169.623993558776,124.53757380569,211.78757380569
10,11,uncinate_R,Right,2876.8367536626756,2574.35194334666,0.977319843536048,4.72213649749756,2.19303635106199,146.518535898639,189.937587986861,175.841701861411,18.0873832702637,41.2382621765137,85.4110946655273,124.0,168.0,159.0,235.0,157.0,194.0,70323.0,146.518535898639,189.937587986861,175.841701861411
