,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,36186.0,21084.0719502864,0.991286420684541,7.59162664413452,1.65939701641526,112.205410932405,119.222986790471,148.760211131377,22.4870052337646,71.0392990112305,170.712951660156,95.0,133.0,48.0,198.0,98.0,191.0,36186.0,112.205410932405,119.222986790471,148.760211131377
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,21263.0,12387.6970247281,0.967455387324055,3.95191860198975,1.66994114687855,116.917274138174,112.680054554861,147.623759582373,25.9295387268066,60.1348419189453,102.47142791748,99.0,132.0,60.0,171.0,99.0,192.0,148841.0,116.917274138174,112.680054554861,147.623759582373
7,8,inferior_fronto_occipital_R,Right,10892.0,8843.64455773086,0.990267319314058,7.18502140045166,1.60999522210071,126.242104296732,124.186008079324,123.977965479251,25.7043418884277,30.1159019470215,184.686248779297,104.0,139.0,47.0,195.0,95.0,142.0,87136.0,126.242104296732,124.186008079324,123.977965479251
8,9,inferior_longitudinal_fasciculus_R,Right,12564.0,7549.54755173749,0.992438228778919,8.14696407318115,1.34022596614042,136.414836039478,105.539318688316,108.528016555237,16.5630359649658,24.2366333007812,134.938461303711,109.0,155.0,49.0,160.0,91.0,132.0,113076.0,136.414836039478,105.539318688316,108.528016555237
9,10,superior_longitudinal_fasciculus_R,Right,3108.0,2613.15165526845,0.98866318936785,6.65999507904053,1.56840232095659,142.099420849421,106.16537966538,138.098455598456,12.9735231399536,42.4740676879883,86.4036026000977,130.0,158.0,83.0,140.0,113.0,164.0,31080.0,142.099420849421,106.16537966538,138.098455598456
10,11,uncinate_R,Right,2968.0,2493.36541371748,0.982823164080828,5.41859149932861,2.25797817694791,124.782681940701,159.164083557951,120.124326145553,12.4752960205078,29.7110424041748,67.5985336303711,103.0,144.0,136.0,192.0,106.0,136.0,32648.0,124.782681940701,159.164083557951,120.124326145553
