,Label,Description,Side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,CH13_left,left,266.0,251.034665630548,0.943802262518135,3.02562117576599,3.08827380123599,94.0451127819549,141.458646616541,124.37969924812,5.14421939849854,5.49099779129028,15.5644588470459,89,97,139,144,118,132,266,94.0451127819549,141.458646616541,124.37969924812
1,2,CH13_right,right,196.0,202.390802575553,0.957322435473192,3.45994353294373,0.160275876105961,99.9183673469388,141.19387755102,125.714285714286,4.35018491744995,5.04135036468506,15.0513944625854,97,104,139,143,119,132,392,99.9183673469388,141.19387755102,125.714285714286
2,3,NBM_left_ant,left,295.0,270.779352826295,0.960673723409599,3.60127234458923,0.114768898010393,80.5118644067797,139.922033898305,120.922033898305,4.54372882843018,6.20769786834717,16.3632049560547,73,89,138,143,119,124,885,80.5118644067797,139.922033898305,120.922033898305
3,4,NBM_left_mid,left,276.0,264.66686238198,0.955761562233875,3.39971208572388,0.155182925730312,79.4927536231884,135.913043478261,121.373188405797,4.83999967575073,5.7677845954895,16.4546051025391,72,89,133,139,119,125,1104,79.4927536231884,135.913043478261,121.373188405797
4,5,NBM_left_pos,left,168.0,174.371853304526,0.92443373188513,2.62231302261353,0.486943892036228,75.6190476190476,130.910714285714,120.827380952381,3.97096180915833,6.78345489501953,10.4131050109863,71,82,127,133,118,124,840,75.6190476190476,130.910714285714,120.827380952381
5,6,NBM_right_ant,right,205.0,235.956032222768,0.97994313841869,5.01813268661499,3.05793991960294,112.6,140.780487804878,120.648780487805,3.63123416900635,5.4391827583313,18.2220153808594,104,121,139,143,119,124,1230,112.6,140.780487804878,120.648780487805
6,7,NBM_right_mid,right,390.0,327.339179875775,0.95748265461874,3.46631455421448,2.99893465073245,113.664102564103,137.066666666667,120.946153846154,5.19780826568604,6.39696884155273,18.0172386169434,104,122,134,140,118,124,2730,113.664102564103,137.066666666667,120.946153846154
7,8,NBM_right_pos,right,205.0,209.441237959125,0.945654320802571,3.07527995109558,2.78941814471534,117.980487804878,131.970731707317,119.726829268293,4.09267854690552,6.89688205718994,12.5861320495605,111,124,128,135,117,123,1640,117.980487804878,131.970731707317,119.726829268293
