,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.43804059012316887,0.034152432902969834,0.2841207871163268,0.3490548786576325,0.008444187257673501,-0.17450396042810368,-0.1352402108646138,0.1927435101464276,0.41461845992972485,118.65445233292743,48.62840057922799,48.78916707963673,48.89859521302418,48.70254879949041,49.18414116074965,48.35567746223123,48.58767100110724,48.41327119687054,48.90104855083483,118.6544523329267
