,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,35658.72518288344,21625.8791769279,0.992977725350994,8.45298004150391,1.60450710886254,128.635773958254,138.179538628505,211.055715403448,27.5011348724365,92.1898803710938,232.466552734375,110.0,152.0,36.0,242.0,144.0,267.0,79242.0,128.635773958254,138.179538628505,211.055715403448
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22808.138182964176,13282.1812208087,0.97110954578847,4.19051551818848,1.59981708122557,133.025234290224,127.249561014107,208.075781789484,30.9725551605225,85.4579849243164,129.790969848633,111.0,151.0,56.0,211.0,146.0,267.0,354795.0,133.025234290224,127.249561014107,208.075781789484
7,8,inferior_fronto_occipital_R,Right,10582.598118748516,9276.0781582021,0.990708116706224,7.35265731811523,1.56134012573437,146.979631755751,142.029893268699,178.845558532126,34.975471496582,38.4764785766602,257.162658691406,121.0,167.0,36.0,239.0,138.0,202.0,188136.0,146.979631755751,142.029893268699,178.845558532126
8,9,inferior_longitudinal_fasciculus_R,Right,12639.988032381982,8057.17183785618,0.99063433051416,7.32377290725708,1.33121951762955,157.877176118765,111.252874790843,156.610132080174,23.5872135162354,33.1874122619629,172.74739074707,119.0,181.0,37.0,181.0,135.0,187.0,252801.0,157.877176118765,111.252874790843,156.610132080174
9,10,superior_longitudinal_fasciculus_R,Right,2845.336050722748,2497.23283456801,0.991744396028973,7.79845857620239,1.63345627443766,164.41910485529,116.232800885656,196.493752965365,15.9553842544556,52.047534942627,124.427406311035,148.0,186.0,84.0,157.0,158.0,225.0,63230.0,164.41910485529,116.232800885656,196.493752965365
10,11,uncinate_R,Right,2960.535485956818,2661.42028417577,0.983696886389335,5.56066942214966,2.13266754054058,147.856665146679,186.899984800122,171.409180726554,17.0579624176025,37.3256721496582,94.8536911010742,123.0,173.0,154.0,235.0,153.0,193.0,72369.0,147.856665146679,186.899984800122,171.409180726554
