,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38008.0,20762.1440269498,0.988540887899022,6.62456321716309,1.71774528723503,102.598400336771,104.311697537361,150.974557987792,24.6037540435791,64.8670806884766,162.989120483398,86.0,129.0,34.0,180.0,114.0,190.0,38008.0,102.598400336771,104.311697537361,150.974557987792
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22735.0,12263.2025644404,0.965001514761316,3.8132381439209,1.55900229308372,106.196789091709,98.0705959973609,148.198768418738,26.4896564483643,56.2520637512207,101.011367797852,89.0,125.0,49.0,155.0,99.0,191.0,159145.0,106.196789091709,98.0705959973609,148.198768418738
7,8,inferior_fronto_occipital_R,Right,11705.0,9073.79088275869,0.988333265118976,6.56569576263428,1.68329086125878,119.784023921401,106.171038017941,129.297736010252,26.8202304840088,31.9182605743408,176.093475341797,96.0,136.0,33.0,178.0,109.0,153.0,93640.0,119.784023921401,106.171038017941,129.297736010252
8,9,inferior_longitudinal_fasciculus_R,Right,13660.0,7886.11141796069,0.987513624308875,6.34785127639771,1.3685691439427,132.289311859444,86.9927525622255,116.995461200586,19.3828811645508,25.9445495605469,123.039642333984,102.0,152.0,35.0,141.0,102.0,143.0,122940.0,132.289311859444,86.9927525622255,116.995461200586
9,10,superior_longitudinal_fasciculus_R,Right,3314.0,2408.14963494285,0.985646677570849,5.92342376708984,2.11224919567771,136.525347012674,90.5805672902836,144.07242003621,13.3176145553589,38.4104270935059,78.885871887207,118.0,159.0,73.0,124.0,124.0,167.0,33140.0,136.525347012674,90.5805672902836,144.07242003621
10,11,uncinate_R,Right,2887.0,2497.71606471252,0.977874442008425,4.78028202056885,2.35703103381718,116.184274333218,141.465188777277,120.166262556287,13.6237316131592,31.7752666473389,65.1252822875977,96.0,134.0,120.0,174.0,107.0,135.0,31757.0,116.184274333218,141.465188777277,120.166262556287
