,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,39559.033010602,20533.2113601339,0.986300861204322,6.06220817565918,1.68747172506166,135.289896104553,121.74137364443,151.810890062944,26.2954444885254,62.3209381103516,159.408462524414,119.0,160.0,53.0,196.0,115.0,192.0,39559.0,135.289896104553,121.74137364443,151.810890062944
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,23057.019240260124,12439.6339860164,0.961706996963623,3.6485743522644,1.60973295744826,138.993667866591,115.567680097151,151.123129635252,26.3361911773682,61.736515045166,96.0895538330078,121.0,157.0,67.0,173.0,105.0,193.0,161399.0,138.993667866591,115.567680097151,151.123129635252
7,8,inferior_fronto_occipital_R,Right,11317.009443640709,8774.44881767915,0.988885275523557,6.72582817077637,1.64301021801163,151.438808871609,129.716886100557,130.639392065035,25.6485366821289,32.5221633911133,172.50764465332,128.0,167.0,53.0,194.0,111.0,154.0,90536.0,151.438808871609,129.716886100557,130.639392065035
8,9,inferior_longitudinal_fasciculus_R,Right,12559.010480046272,7246.62444351285,0.989252727914719,6.83920955657959,1.33602916063282,162.462297953659,110.330121824986,115.207580221355,18.2257270812988,23.3853759765625,124.649566650391,130.0,180.0,55.0,160.0,99.0,139.0,113031.0,162.462297953659,110.330121824986,115.207580221355
9,10,superior_longitudinal_fasciculus_R,Right,2819.0023523569107,2372.84340030084,0.986551011165588,6.11794185638428,1.63026836514969,166.746009223129,112.288400141894,144.601986520043,12.6748580932617,43.7099456787109,77.5440444946289,153.0,186.0,91.0,145.0,118.0,161.0,28190.0,166.746009223129,112.288400141894,144.601986520043
10,11,uncinate_R,Right,2796.002333164215,2486.09002969971,0.98064482550089,5.10737991333008,2.33492059597222,147.623748211731,159.624821173104,122.679542203147,13.0553073883057,31.1004219055176,66.6784133911133,128.0,171.0,138.0,191.0,109.0,137.0,30756.0,147.623748211731,159.624821173104,122.679542203147
