,Label,Description,Side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,CH13_left,left,317.0,281.052824835719,0.941904636941151,2.97725009918213,0.267961405089468,82.9053627760252,131.454258675079,125.769716088328,5.43189096450806,6.08214330673218,16.17209815979,78,86,129,134,119,134,317,82.9053627760252,131.454258675079,125.769716088328
1,2,CH13_right,right,230.0,231.848284301729,0.956817626777706,3.44010376930237,2.73899332727066,87.604347826087,131.75652173913,126.665217391304,4.48052215576172,5.86435413360596,15.4134616851807,86,91,129,135,120,134,460,87.604347826087,131.75652173913,126.665217391304
2,3,NBM_left_ant,left,277.0,259.799773773356,0.962846224889173,3.70301413536072,0.0104077087877577,69.5631768953069,130.527075812274,122.101083032491,4.44541931152344,5.83852577209473,16.4614505767822,61,78,129,133,119,125,831,69.5631768953069,130.527075812274,122.101083032491
3,4,NBM_left_mid,left,338.0,301.612157762735,0.94322073066502,3.01053762435913,0.0833502633364964,67.9556213017752,126.313609467456,123.55325443787,5.5532922744751,5.93104648590088,16.7183952331543,61,77,124,129,120,127,1352,67.9556213017752,126.313609467456,123.55325443787
4,5,NBM_left_pos,left,158.0,181.093490800129,0.926131424722962,2.65110635757446,0.48017970889454,64.5506329113924,120.974683544304,123.658227848101,4.14180278778076,6.52182245254517,10.9803600311279,60,71,117,124,121,127,790,64.5506329113924,120.974683544304,123.658227848101
5,6,NBM_right_ant,right,203.0,235.630908829126,0.974273284405967,4.4371509552002,0.0136665513223507,99.9408866995074,131.221674876847,122.945812807882,3.86842608451843,5.44012403488159,17.1647911071777,92,108,130,133,120,126,1218,99.9408866995074,131.221674876847,122.945812807882
6,7,NBM_right_mid,right,429.0,351.889007622235,0.941785959025656,2.97430467605591,3.10473954007068,101.265734265734,127.445221445221,124.179487179487,5.9560022354126,6.30729579925537,17.7149658203125,91,109,124,130,120,128,3003,101.265734265734,127.445221445221,124.179487179487
7,8,NBM_right_pos,right,206.0,212.125727462512,0.927491498761192,2.6749107837677,2.76427577494866,105.388349514563,122.155339805825,124.432038834951,4.41778326034546,6.81969165802002,11.8171758651733,99,111,118,125,122,128,1648,105.388349514563,122.155339805825,124.432038834951
