,Label,Description,ProbabilityNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,Background,0,,,,,,,,,,,,,,,,,,,,,
1,1,CSF,1,306697.0,231326.165771074,0.631034201392001,1.28906667232513,2.074691897957,98.9789890347803,125.830745002396,159.955438103405,125.33145904541,149.273498535156,161.560607910156,25.0,175.0,50.0,210.0,88.0,220.0,306697.0,98.9789890347803,125.830745002396,159.955438103405
2,2,GM,2,476150.0,287512.381726198,0.756595271813598,1.52932441234589,2.56750226162794,98.6376162973853,127.34660506143,161.289568413315,99.9003219604492,142.728744506836,152.779998779297,28.0,172.0,52.0,208.0,102.0,217.0,952300.0,98.6376162973853,127.34660506143,161.289568413315
3,3,WM,3,472244.0,174098.877997353,0.808311844324923,1.69850051403046,2.08554512737472,98.8499440966958,125.363589585045,164.761131957209,79.263801574707,122.90421295166,134.629608154297,31.0,169.0,54.0,205.0,107.0,215.0,1416732.0,98.8499440966958,125.363589585045,164.761131957209
4,4,DeepGray,4,40763.0,14611.4843694132,0.836014951968785,1.82246732711792,2.86800613619444,97.3983759782155,134.838947084366,150.092682089149,34.4019088745117,54.7740325927734,62.6963539123535,63.0,132.0,108.0,166.0,128.0,173.0,163052.0,97.3983759782155,134.838947084366,150.092682089149
5,5,BrainStem,5,21040.0,5044.45589905464,0.871034599900598,2.03574085235596,1.79371598620036,100.274857414449,114.098764258555,117.625617870722,25.823709487915,26.956880569458,52.5703773498535,84.0,116.0,97.0,131.0,90.0,148.0,105200.0,100.274857414449,114.098764258555,117.625617870722
6,6,Cerebellum,6,144308.0,18158.8795115634,0.911522230716428,2.43160605430603,0.0014192133233979,101.589489148211,88.9927724034704,114.599003520248,42.9942779541016,49.8823661804199,104.545150756836,47.0,158.0,60.0,122.0,88.0,148.0,865848.0,101.589489148211,88.9927724034704,114.599003520248
