,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,39289.77419596631,20482.3520938526,0.986548985186641,6.11748361587524,1.69193729638985,134.657002885712,120.994497013623,127.446994608863,27.9206027984619,61.3253173828125,170.803833007812,117.0,162.0,44.0,199.0,93.0,167.0,44703.0,134.657002885712,120.994497013623,127.446994608863
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,22688.981072162278,12262.2020275736,0.955308893084118,3.38284230232239,1.53080371254394,138.905287623475,113.877396862289,127.767964361805,28.0285816192627,64.8147659301758,94.8162689208984,121.0,158.0,64.0,178.0,81.0,168.0,180705.0,138.905287623475,113.877396862289,127.767964361805
7,8,inferior_fronto_occipital_R,Right,11310.652621253394,8867.80434047908,0.990310700167611,7.20100879669189,1.65088317861599,152.640065273137,126.929054316575,106.402983914834,25.387321472168,34.7324485778809,182.814331054688,128.0,170.0,44.0,195.0,92.0,137.0,102952.0,152.640065273137,126.929054316575,106.402983914834
8,9,inferior_longitudinal_fasciculus_R,Right,12526.1808344163,7319.66902569754,0.990023005506527,7.0969386100769,1.33223373818121,165.103143418468,104.113878753859,93.7436149312377,18.6140556335449,24.2157211303711,132.102813720703,130.0,184.0,45.0,157.0,74.0,122.0,128268.0,165.103143418468,104.113878753859,93.7436149312377
9,10,superior_longitudinal_fasciculus_R,Right,2898.6348857637495,2434.83296896832,0.987060829385897,6.23650360107422,1.61878532194808,168.614311704063,109.03486961795,122.69223771983,13.0562896728516,46.065990447998,81.4255981445312,153.0,190.0,85.0,145.0,98.0,137.0,32980.0,168.614311704063,109.03486961795,122.69223771983
10,11,uncinate_R,Right,2944.338043453172,2598.08572950343,0.981033903840822,5.15899467468262,2.32778893227563,148.374029850746,157.81552238806,95.0516417910448,13.7027864456177,33.2868499755859,70.6926040649414,128.0,174.0,134.0,192.0,82.0,107.0,36850.0,148.374029850746,157.81552238806,95.0516417910448
