,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.4753311892476214,-0.03938038374798411,0.4443819160715862,0.22615595107550118,-0.13080816112470933,-0.14573766205001523,-0.12751855571485265,0.29554192405178886,0.3046669545890475,113.94970484981292,46.68438757990808,46.7580320413484,47.02348667551013,46.73748691899675,47.14630868373709,46.461646055755295,46.657848675952486,46.556588194766256,46.911632008199774,113.94970484981216
