,RandBasisProj01,RandBasisProj02,RandBasisProj03,RandBasisProj04,RandBasisProj05,RandBasisProj06,RandBasisProj07,RandBasisProj08,RandBasisProj09,RandBasisProj10,RandBasisProjPos01,RandBasisProjPos02,RandBasisProjPos03,RandBasisProjPos04,RandBasisProjPos05,RandBasisProjPos06,RandBasisProjPos07,RandBasisProjPos08,RandBasisProjPos09,RandBasisProjPos10
0,-0.3970155531852519,0.24407314810328998,0.22508696400473235,0.20980399328481017,-0.1461541378557289,-0.08926759659489168,-0.07591331301386249,0.29718579227058156,0.07464546378706766,115.37625668339896,47.3005169884955,47.501813951877,47.4509730601736,47.31535486277339,47.758275678994,47.06109878619417,47.30208421523147,47.158552435588945,47.33321591205269,115.37625668339737
