,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,36097.99354517485,21101.688300997,0.991304117648857,7.59931421279907,1.52443968511689,71.3973627347775,122.867610393928,164.567205939387,22.4695205688477,71.6834564208984,170.752944946289,53.0,86.0,46.0,200.0,123.0,207.0,36098.0,71.3973627347775,122.867610393928,164.567205939387
1,2,corticospinal_L,Left,,,,,,,,,,,,,,,,,,,,,
2,3,inferior_fronto_occipital_L,Left,,,,,,,,,,,,,,,,,,,,,
3,4,inferior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
4,5,superior_longitudinal_fasciculus_L,Left,,,,,,,,,,,,,,,,,,,,,
5,6,uncinate_L,Left,,,,,,,,,,,,,,,,,,,,,
6,7,corticospinal_R,Right,21288.996193230305,12488.5444386651,0.968410058851115,4.01021671295166,1.50483828616519,67.0346188172296,116.255249189722,164.862088402461,25.6596946716309,61.3285217285156,102.900932312012,53.0,84.0,66.0,177.0,115.0,208.0,149023.0,67.0346188172296,116.255249189722,164.862088402461
7,8,inferior_fronto_occipital_R,Right,11001.998032689173,8880.24243154745,0.990628078701897,7.32134056091309,1.57650571845523,57.2623159425559,123.672514088348,139.378385748046,25.2530822753906,30.648983001709,184.886413574219,42.0,77.0,46.0,196.0,119.0,164.0,88016.0,57.2623159425559,123.672514088348,139.378385748046
8,9,inferior_longitudinal_fasciculus_R,Right,12772.997716009708,7628.66609452105,0.991902399638225,7.87386274337769,1.85438006640963,48.094496202928,102.629296171612,126.503562201519,17.1279773712158,24.1248607635498,134.863342285156,28.0,78.0,47.0,158.0,112.0,152.0,114957.0,48.094496202928,102.629296171612,126.503562201519
9,10,superior_longitudinal_fasciculus_R,Right,3147.999437093757,2603.4685856116,0.98883751269104,6.71150398254395,1.59224126883856,42.0212833545108,107.390724269377,155.774142312579,12.8778476715088,42.8340339660645,86.4297256469727,26.0,54.0,84.0,142.0,133.0,178.0,31480.0,42.0212833545108,107.390724269377,155.774142312579
10,11,uncinate_R,Right,2980.999466955683,2507.95738246502,0.983226106406203,5.48273134231567,0.948366942075265,57.250251593425,158.416638711842,131.208654813821,12.4084529876709,29.6879901885986,68.0322113037109,38.0,77.0,134.0,194.0,117.0,144.0,32791.0,57.250251593425,158.416638711842,131.208654813821
