,Label,Description,ProbabilityNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,Background,0,,,,,,,,,,,,,,,,,,,,,
1,1,CSF,1,301890.0,238759.710606425,0.663234934137725,1.33616364002228,1.54612931762071,120.337755473848,119.197343403226,149.389615422836,131.279159545898,139.922058105469,175.410446166992,53.0,188.0,33.0,210.0,70.0,212.0,301890.0,120.337755473848,119.197343403226,149.389615422836
2,2,GM,2,510085.0,304864.058513906,0.775499882634328,1.58391320705414,1.51084500351791,120.454004724703,119.286267974945,148.310785457326,103.483520507812,138.50732421875,163.908920288086,55.0,186.0,35.0,208.0,93.0,210.0,1020170.0,120.454004724703,119.286267974945,148.310785457326
3,3,WM,3,535388.0,189726.184723859,0.816451261377404,1.73185849189758,1.52612572453585,120.964554678103,116.982205428586,153.036750917092,85.5345458984375,116.804801940918,148.133728027344,58.0,183.0,37.0,204.0,97.0,207.0,1606164.0,120.964554678103,116.982205428586,153.036750917092
4,4,DeepGray,4,44654.0,15656.7161409045,0.825420057354848,1.77141952514648,0.176911419165737,119.820195279258,130.565436467058,138.758162762574,35.2607536315918,56.2882995605469,62.4615859985352,88.0,153.0,102.0,162.0,116.0,163.0,178616.0,119.820195279258,130.565436467058,138.758162762574
5,5,BrainStem,5,21056.0,5015.79355931537,0.888642536846272,2.18054699897766,1.48449620561313,119.766242401216,112.698518237082,104.274078647416,24.7512264251709,27.7799587249756,53.9712104797363,87.0,135.0,98.0,129.0,73.0,134.0,105280.0,119.766242401216,112.698518237082,104.274078647416
6,6,Cerebellum,6,150142.0,18312.6870580814,0.891403421463092,2.20647931098938,3.09849874958612,119.01013707024,85.6487058917558,97.5519241784444,44.6280250549316,52.2214012145996,98.4708099365234,66.0,174.0,54.0,121.0,72.0,133.0,900852.0,119.01013707024,85.6487058917558,97.5519241784444
