,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,3999.010487794876,2482.25108144752,0.984791763278691,5.75576591491699,1.14381687616456,71.2995748937234,124.395098774694,160.205551387847,13.7245187759399,23.9027614593506,78.9951171875,48.0,85.0,95.0,159.0,143.0,170.0,15996.0,71.2995748937234,124.395098774694,160.205551387847
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,52567.137862443924,10760.7305912703,0.594848520163138,1.24403202533722,2.24093485253438,56.244526033443,83.914509102669,109.64892423003,42.6312789916992,47.2728271484375,53.0346755981445,29.0,81.0,55.0,111.0,88.0,138.0,315402.0,56.244526033443,83.914509102669,109.64892423003
4,7,left cerebellum white matter,inner,12469.032701253891,3706.65420996185,0.926003006134433,2.64889335632324,1.14801004687175,64.5386959659957,92.4992381105141,113.607426417515,15.5366878509521,32.871898651123,41.155029296875,43.0,82.0,72.0,117.0,102.0,129.0,87283.0,64.5386959659957,92.4992381105141,113.607426417515
5,10,left thalamus proper,inner,7960.020875930786,2174.02040457387,0.837277012806451,1.82889246940613,0.918779727524273,71.7094221105528,119.13567839196,153.182788944724,17.9742870330811,19.7782077789307,32.8730392456055,58.0,84.0,105.0,133.0,141.0,165.0,79600.0,71.7094221105528,119.13567839196,153.182788944724
6,11,left caudate,inner,2308.0060529708862,1232.72141386542,0.96971815791338,4.09455585479736,1.46887780166828,71.6490467937608,143.974003466204,160.423310225303,8.4144458770752,15.6151790618896,34.4534187316895,66.0,79.0,119.0,157.0,149.0,170.0,25388.0,71.6490467937608,143.974003466204,160.423310225303
7,12,left putamen,inner,3747.009826898575,1581.67565653537,0.937342639173403,2.87019062042236,1.15125323230247,59.9789164665065,138.451561248999,151.571123565519,11.37233543396,18.2919845581055,32.6407699584961,52.0,71.0,121.0,153.0,142.0,162.0,44964.0,59.9789164665065,138.451561248999,151.571123565519
8,13,left pallidium,inner,1270.00333070755,654.205740066814,0.892109122500658,2.21327090263367,0.820210934319758,64.0267716535433,133.670866141732,148.497637795276,8.8706521987915,10.6758441925049,19.6331558227539,55.0,71.0,125.0,142.0,143.0,155.0,16510.0,64.0267716535433,133.670866141732,148.497637795276
9,15,4th ventricle,inner,1393.0036532878876,934.546916586934,0.931582381955014,2.75080227851868,1.19126003032548,82.1263460157932,97.5254845656856,115.592964824121,9.57044792175293,13.0908555984497,26.3264102935791,66.0,90.0,90.0,111.0,96.0,132.0,20895.0,82.1263460157932,97.5254845656856,115.592964824121
